y,Ux,Uy,p
0.0,0.0,0.0,-0.0488961
1.15767e-05,-0.000309475,-7.10459e-09,-0.0488962
2.48888e-05,-0.000652934,-3.52761e-08,-0.0488963
4.02163e-05,-0.00104667,-9.59297e-08,-0.0488964
5.78882e-05,-0.00149832,-2.02329e-07,-0.0488965
7.82917e-05,-0.00201671,-3.73081e-07,-0.0488966
0.000101883,-0.00261198,-6.34698e-07,-0.0488967
0.000129201,-0.00329575,-1.02409e-06,-0.0488969
0.000160882,-0.00408128,-1.59244e-06,-0.0488971
0.000197681,-0.00498365,-2.41085e-06,-0.0488973
0.000240493,-0.00601984,-3.57837e-06,-0.0488976
0.000290379,-0.00720875,-5.23318e-06,-0.0488979
0.000348605,-0.00857118,-7.56871e-06,-0.0488983
0.000416677,-0.0101295,-1.08565e-05,-0.0488987
0.000496392,-0.011907,-1.54791e-05,-0.0488993
0.000589899,-0.013927,-2.19776e-05,-0.0488999
0.000699764,-0.0162105,-3.1121e-05,-0.0489007
0.000829066,-0.0187736,-4.40069e-05,-0.0489016
0.000981493,-0.0216225,-6.221e-05,-0.0489027
0.00116147,-0.0247461,-8.79995e-05,-0.048904
0.00137434,-0.0281048,-0.000124666,-0.0489057
0.00162648,-0.031614,-0.000177044,-0.0489078
0.00192562,-0.0351197,-0.000252361,-0.0489105
0.00228106,-0.0383622,-0.000361157,-0.0489138
0.00270401,-0.0407851,-0.000505115,-0.0489172
0.00308362,-0.0419955,-0.00066938,-0.0489204
0.00344943,-0.0420928,-0.000846749,-0.0489237
0.0038084,-0.0412037,-0.00104186,-0.0489271
0.00416715,-0.0393545,-0.00125834,-0.0489308
0.00453208,-0.036503,-0.00150093,-0.0489347
0.00490948,-0.0325422,-0.00177584,-0.0489389
0.00530563,-0.0272981,-0.00209093,-0.0489434
0.00572698,-0.0205257,-0.00245591,-0.0489483
0.00618017,-0.0118996,-0.00288284,-0.0489537
0.00667222,-0.00147487,-0.00336566,-0.0489595
0.0071306,0.0101382,-0.00387726,-0.0489652
0.00758188,0.0226844,-0.00440951,-0.0489706
0.00802708,0.0362459,-0.00496792,-0.0489758
0.00846704,0.0507645,-0.00555134,-0.0489808
0.00890252,0.0661891,-0.00615859,-0.0489854
0.00933414,0.0824745,-0.00678839,-0.0489896
0.00976245,0.0995791,-0.00743933,-0.0489933
0.0101879,0.117464,-0.00810985,-0.0489967
0.0106109,0.136094,-0.00879823,-0.0489996
0.0110319,0.155431,-0.0095026,-0.0490019
0.011451,0.175441,-0.0102209,-0.0490037
0.0118686,0.196088,-0.0109509,-0.0490049
0.0122849,0.217332,-0.0116902,-0.0490056
0.0127,0.23861,-0.0124187,-0.0490056
0.0130748,0.259635,-0.0131265,-0.0490051
0.0134728,0.281557,-0.0138514,-0.0490039
0.0138957,0.305327,-0.0146221,-0.0490019
0.0143452,0.331064,-0.0154385,-0.048999
0.0148233,0.358884,-0.0162996,-0.048995
0.0153318,0.388883,-0.0172032,-0.0489895
0.0158732,0.421139,-0.0181461,-0.0489823
0.0164499,0.455696,-0.0191238,-0.048973
0.0170647,0.492557,-0.0201303,-0.0489611
0.0177206,0.531671,-0.0211588,-0.0489461
0.018421,0.572932,-0.0222017,-0.0489273
0.0191698,0.61617,-0.0232512,-0.0489038
0.0199712,0.662796,-0.0243379,-0.0488737
0.0209503,0.714218,-0.025486,-0.0488334
0.0220143,0.768612,-0.0266439,-0.0487808
0.0231718,0.824005,-0.0277645,-0.048715
0.0244326,0.879736,-0.0288303,-0.0486331
0.0258078,0.935035,-0.0298187,-0.0485324
0.0273099,0.988988,-0.0307028,-0.0484097
0.0289533,1.04051,-0.0314515,-0.0482615
0.0307544,1.08835,-0.0320322,-0.0480847
0.0327322,1.1312,-0.0324139,-0.0478761
0.0349085,1.1678,-0.0325712,-0.0476329
0.0373085,1.19717,-0.0324894,-0.047353
0.0399613,1.21885,-0.0321707,-0.0470354
0.0429011,1.2331,-0.0316373,-0.0466794
0.0461675,1.24106,-0.0309322,-0.0462862
0.0498071,1.24451,-0.0301065,-0.0458557
0.0538744,1.24536,-0.0292076,-0.0453911
0.0584337,1.24514,-0.0282728,-0.0448987
0.0631441,1.24461,-0.0273607,-0.0444075
0.0680914,1.24337,-0.026441,-0.0439139
0.0732937,1.23962,-0.0255028,-0.043431
0.0787704,1.22796,-0.0243829,-0.0429465
0.0845614,1.19432,-0.0227663,-0.0424967
0.0903998,1.12344,-0.0204057,-0.0421185
0.0945097,1.02195,-0.0174995,-0.0418664
0.0979158,0.9015,-0.0144692,-0.0417338
0.100739,0.774711,-0.0115671,-0.041653
0.103078,0.65264,-0.00894347,-0.0416161
0.105017,0.541971,-0.00673805,-0.0415983
0.106624,0.445721,-0.00495569,-0.0415941
0.107956,0.364371,-0.00358149,-0.0415951
0.10906,0.296892,-0.00255029,-0.0415991
0.109974,0.241549,-0.00179602,-0.041604
0.110733,0.196435,-0.00125339,-0.0416091
0.111361,0.15975,-0.000868104,-0.0416138
0.111882,0.129929,-0.000597241,-0.0416181
0.112314,0.105663,-0.000408308,-0.0416219
0.112671,0.0858846,-0.000277386,-0.0416252
0.112968,0.0697337,-0.000187189,-0.041628
0.113214,0.056519,-0.000125389,-0.0416304
0.113417,0.0456871,-8.32762e-05,-0.0416325
0.113586,0.0367934,-5.47463e-05,-0.0416342
0.113726,0.0294805,-3.55446e-05,-0.0416356
0.113842,0.0234598,-2.272e-05,-0.0416368
0.113938,0.0184974,-1.42348e-05,-0.0416378
0.114018,0.0144036,-8.68681e-06,-0.0416386
0.114084,0.0110236,-5.11538e-06,-0.0416393
0.114139,0.00823126,-2.86445e-06,-0.0416399
0.114184,0.00592303,-1.48809e-06,-0.0416404
0.114222,0.00401411,-6.85281e-07,-0.0416408
0.114253,0.00243482,-2.55031e-07,-0.0416412
0.114279,0.00112781,-6.00104e-08,-0.0416414
0.1143,0.0,0.0,-0.0416415
