y,Ux,Uy,p
0.0,0.0,0.0,-0.0114696
1.95048e-05,0.000196502,-3.58025e-08,-0.0114761
4.11234e-05,0.00041078,-2.38053e-07,-0.0114764
6.50921e-05,0.000650346,-6.68208e-07,-0.0114767
9.16746e-05,0.000918499,-1.37974e-06,-0.011477
0.000121165,0.00121903,-2.44844e-06,-0.0114773
0.000153891,0.00155629,-3.97705e-06,-0.0114777
0.000190219,0.00193531,-6.09492e-06,-0.0114782
0.000230557,0.00236192,-8.96283e-06,-0.0114788
0.000275361,0.00284287,-1.27809e-05,-0.0114794
0.00032514,0.00338602,-1.77981e-05,-0.01148
0.000380462,0.00400054,-2.43237e-05,-0.0114808
0.000441964,0.00469717,-3.27411e-05,-0.0114816
0.000510354,0.00548854,-4.35247e-05,-0.0114826
0.000586425,0.00638952,-5.72606e-05,-0.0114836
0.000671064,0.00741767,-7.46717e-05,-0.0114848
0.000765262,0.00859382,-9.66473e-05,-0.0114861
0.000870126,0.0099428,-0.00012428,-0.0114876
0.000986897,0.0114942,-0.000158908,-0.0114892
0.00111696,0.0132834,-0.000202166,-0.0114909
0.00126187,0.0153531,-0.000256046,-0.0114929
0.00142335,0.0177546,-0.000322969,-0.0114949
0.00160336,0.0205501,-0.000405859,-0.0114973
0.00180407,0.0238149,-0.000508241,-0.0114998
0.0020279,0.0276407,-0.000634335,-0.0115025
0.0022776,0.0321397,-0.000789166,-0.0115054
0.0025562,0.0374492,-0.000978673,-0.0115086
0.00286714,0.0437378,-0.00120982,-0.011512
0.00321425,0.0512129,-0.00149068,-0.0115157
0.00360181,0.0601305,-0.00183049,-0.0115197
0.00403464,0.0708061,-0.00223965,-0.0115242
0.00451813,0.0836289,-0.00272966,-0.0115291
0.00505834,0.0990768,-0.00331327,-0.0115347
0.00566203,0.117733,-0.00400496,-0.0115415
0.00633681,0.139447,-0.0047869,-0.0115493
0.00699184,0.163213,-0.00561031,-0.011558
0.00765973,0.188808,-0.0064609,-0.0115681
0.00834156,0.216555,-0.00734489,-0.0115798
0.00903857,0.246486,-0.00825732,-0.0115935
0.00975207,0.27861,-0.0091935,-0.0116098
0.0104835,0.312909,-0.0101489,-0.011629
0.0112344,0.349337,-0.0111192,-0.0116518
0.0120064,0.387816,-0.0120998,-0.0116789
0.0128014,0.428236,-0.013086,-0.011711
0.0136215,0.470449,-0.0140729,-0.011749
0.0144687,0.514267,-0.0150551,-0.0117939
0.0153454,0.559466,-0.0160273,-0.0118467
0.0162542,0.60578,-0.0169829,-0.0119085
0.0171979,0.652103,-0.0178977,-0.011979
0.0181141,0.697174,-0.0187508,-0.0120575
0.0190542,0.741193,-0.0195534,-0.0121452
0.0200197,0.784479,-0.0203132,-0.0122437
0.0210121,0.826738,-0.021025,-0.0123538
0.022033,0.867695,-0.0216856,-0.0124761
0.0230841,0.907094,-0.0222924,-0.0126113
0.0241671,0.944704,-0.022843,-0.0127597
0.0252841,0.980316,-0.0233352,-0.0129219
0.026437,1.01374,-0.0237673,-0.013098
0.0276279,1.04482,-0.0241375,-0.0132882
0.0288591,1.0734,-0.0244443,-0.0134926
0.030133,1.09937,-0.0246877,-0.0137113
0.0314522,1.12316,-0.0248736,-0.0139505
0.032951,1.14504,-0.0249985,-0.0142163
0.0345247,1.16426,-0.0250523,-0.0145056
0.0361788,1.18032,-0.0250352,-0.0148133
0.0379195,1.19332,-0.0249524,-0.0151391
0.0397534,1.20343,-0.0248084,-0.0154822
0.0416876,1.21092,-0.0246088,-0.0158419
0.0437296,1.21611,-0.0243655,-0.0162127
0.0457794,1.21944,-0.024096,-0.0165884
0.0479062,1.22146,-0.0238052,-0.0169695
0.0501253,1.22261,-0.0234954,-0.0173602
0.0524518,1.22325,-0.0231698,-0.0177621
0.0549009,1.22361,-0.022829,-0.0181767
0.0574885,1.22383,-0.0224725,-0.0186057
0.0602305,1.22396,-0.0220974,-0.0190507
0.0631437,1.22387,-0.0216987,-0.0195131
0.0662453,1.22324,-0.0212674,-0.0199945
0.0695537,1.22132,-0.0207866,-0.0204958
0.0730878,1.2166,-0.0202266,-0.0210174
0.0768677,1.20607,-0.0195251,-0.0215578
0.0809148,1.18385,-0.018572,-0.0221121
0.0852516,1.13929,-0.0171773,-0.0226681
0.0899023,1.05494,-0.0150416,-0.0231963
0.0948924,0.923842,-0.0120419,-0.023607
0.0982288,0.778554,-0.00902714,-0.023848
0.100993,0.643217,-0.00658609,-0.0239783
0.103283,0.522312,-0.00464448,-0.024051
0.105181,0.419923,-0.00319028,-0.024092
0.106754,0.336173,-0.00216144,-0.0241153
0.108057,0.268966,-0.00145227,-0.0241292
0.109137,0.215508,-0.000971842,-0.0241378
0.110032,0.173093,-0.000649269,-0.0241436
0.110775,0.139399,-0.000433607,-0.0241476
0.11139,0.11255,-0.00028964,-0.0241506
0.1119,0.0910686,-0.000193523,-0.0241528
0.112323,0.0738075,-0.000129294,-0.0241545
0.112674,0.0598789,-8.63232e-05,-0.0241559
0.112965,0.0485952,-5.75464e-05,-0.024157
0.113207,0.0394214,-3.82641e-05,-0.0241579
0.113407,0.0319392,-2.53452e-05,-0.0241586
0.113573,0.0258196,-1.66978e-05,-0.0241592
0.113711,0.0208022,-1.09208e-05,-0.0241597
0.113826,0.0166796,-7.07377e-06,-0.0241601
0.113921,0.0132861,-4.52415e-06,-0.0241604
0.114,0.0104883,-2.84575e-06,-0.0241607
0.114065,0.00817823,-1.75121e-06,-0.024161
0.11412,0.00626867,-1.04671e-06,-0.0241612
0.114165,0.00468846,-6.01563e-07,-0.0241614
0.114203,0.00337955,-3.28168e-07,-0.0241616
0.114234,0.00229444,-1.67915e-07,-0.0241617
0.11426,0.00139417,-7.96865e-08,-0.0241619
0.114282,0.000646728,-3.05724e-08,-0.024162
0.1143,0.0,0.0,-0.0241633
