y,Ux,Uy,p
0.0,0.0,0.0,-0.00390332
2.53958e-05,0.000715377,-4.71662e-08,-0.00390878
5.33838e-05,0.00148694,-2.60807e-07,-0.003909
8.42377e-05,0.00233858,-7.01873e-07,-0.00390924
0.000118261,0.00327904,-1.42393e-06,-0.00390949
0.000155792,0.00431805,-2.49897e-06,-0.00390977
0.000197203,0.00546647,-4.02269e-06,-0.00391009
0.00024291,0.00673645,-6.11432e-06,-0.00391046
0.000293374,0.00814157,-8.9205e-06,-0.00391086
0.000349108,0.00969707,-1.26217e-05,-0.00391132
0.000410681,0.01142,-1.74401e-05,-0.00391183
0.000478726,0.0133295,-2.36483e-05,-0.0039124
0.000553945,0.0154471,-3.1581e-05,-0.00391303
0.000637123,0.0177971,-4.16479e-05,-0.00391373
0.000729129,0.0204067,-5.43497e-05,-0.00391452
0.000830933,0.0233068,-7.02974e-05,-0.00391538
0.000943611,0.0265324,-9.02353e-05,-0.00391633
0.00106837,0.0301231,-0.000115068,-0.00391737
0.00120653,0.0341238,-0.000145893,-0.00391853
0.00135961,0.0385859,-0.000184037,-0.00391979
0.00152924,0.0435682,-0.000231101,-0.00392117
0.00171729,0.049138,-0.000289008,-0.00392268
0.00192581,0.0553729,-0.000360062,-0.00392432
0.00215711,0.0623628,-0.000447006,-0.00392611
0.00241374,0.0702122,-0.000553091,-0.00392807
0.00269858,0.0790433,-0.000682141,-0.0039302
0.00301482,0.0890001,-0.000838615,-0.00393253
0.00336602,0.100253,-0.00102766,-0.0039351
0.00375616,0.113004,-0.00125514,-0.00393795
0.00418968,0.127499,-0.0015276,-0.00394116
0.00467156,0.144029,-0.00185219,-0.00394484
0.00520733,0.16295,-0.00223647,-0.00394916
0.00580319,0.184692,-0.00268842,-0.00395445
0.00646608,0.209769,-0.00321673,-0.00396118
0.00720373,0.237886,-0.00380793,-0.00396946
0.00793322,0.267953,-0.00442829,-0.00397941
0.00868545,0.299823,-0.0050671,-0.00399154
0.00946241,0.333904,-0.00572643,-0.00400636
0.0102662,0.370282,-0.0064004,-0.00402447
0.0110992,0.408997,-0.00708308,-0.00404666
0.011964,0.450036,-0.00776868,-0.0040738
0.0128632,0.493322,-0.00845147,-0.00410691
0.0138,0.538702,-0.00912585,-0.00414717
0.0147774,0.585949,-0.00978628,-0.0041959
0.0157991,0.634752,-0.0104274,-0.00425464
0.016869,0.684719,-0.011044,-0.00432505
0.0179911,0.735382,-0.0116311,-0.00440896
0.01917,0.786209,-0.0121829,-0.00450818
0.0204107,0.835669,-0.0126845,-0.0046222
0.0216207,0.881978,-0.0131245,-0.00474857
0.022851,0.925003,-0.0135083,-0.00488733
0.0241028,0.965017,-0.013842,-0.00503974
0.0253775,1.00186,-0.0141268,-0.00520572
0.0266763,1.03544,-0.0143645,-0.00538505
0.0280007,1.06572,-0.0145571,-0.00557738
0.0293522,1.09269,-0.0147067,-0.00578226
0.0307325,1.11642,-0.0148157,-0.00599912
0.0321432,1.13699,-0.0148868,-0.0062274
0.0335862,1.15455,-0.0149234,-0.00646645
0.0350633,1.16927,-0.0149285,-0.00671552
0.0365767,1.18137,-0.0149054,-0.00697392
0.0381284,1.19124,-0.0148585,-0.0072462
0.0398325,1.19919,-0.0147879,-0.0075373
0.0416,1.20525,-0.0146953,-0.00784376
0.0434357,1.20961,-0.0145854,-0.00816123
0.0453449,1.21261,-0.0144614,-0.00848962
0.0473331,1.21456,-0.014325,-0.0088288
0.0494064,1.21576,-0.0141756,-0.00917846
0.051571,1.21646,-0.0140186,-0.00953146
0.0536509,1.21686,-0.0138627,-0.00987871
0.0557558,1.21709,-0.0137038,-0.0102222
0.0579034,1.21721,-0.0135384,-0.0105684
0.0601107,1.21722,-0.0133643,-0.0109199
0.0623944,1.21704,-0.0131779,-0.0112789
0.064771,1.21649,-0.0129748,-0.0116476
0.0672571,1.21525,-0.0127482,-0.0120278
0.0698694,1.21277,-0.012488,-0.0124209
0.0726247,1.2081,-0.0121789,-0.0128279
0.0755406,1.19964,-0.011797,-0.0132488
0.0786348,1.18469,-0.0113055,-0.0136819
0.081926,1.15887,-0.010649,-0.0141225
0.0854336,1.11533,-0.00975003,-0.0145614
0.089178,1.04387,-0.00850508,-0.014982
0.0931806,0.930673,-0.00676598,-0.0153559
0.0974641,0.780749,-0.00469409,-0.0156275
0.100339,0.635085,-0.00299377,-0.0157769
0.102724,0.514057,-0.00188469,-0.0158501
0.104701,0.41291,-0.00113591,-0.0158891
0.106342,0.330937,-0.000662234,-0.01591
0.107703,0.265504,-0.000375782,-0.0159215
0.108833,0.213553,-0.00020771,-0.015928
0.109771,0.172301,-0.000111576,-0.0159318
0.110549,0.139445,-5.79031e-05,-0.0159341
0.111195,0.113165,-2.86902e-05,-0.0159355
0.111732,0.092046,-1.32521e-05,-0.0159365
0.112177,0.0749974,-5.39684e-06,-0.0159371
0.112548,0.0611763,-1.6126e-06,-0.0159375
0.112855,0.0499286,5.20446e-08,-0.0159378
0.113111,0.040744,6.5852e-07,-0.0159381
0.113324,0.0332214,7.69911e-07,-0.0159383
0.113501,0.027044,6.75309e-07,-0.0159385
0.113648,0.0219595,5.16373e-07,-0.0159387
0.11377,0.0177661,3.57399e-07,-0.0159388
0.113872,0.0143016,2.2337e-07,-0.015939
0.113957,0.0114347,1.20439e-07,-0.0159392
0.114028,0.00905909,4.6573e-08,-0.0159393
0.114087,0.0070881,-3.23376e-09,-0.0159395
0.114136,0.005451,-3.45302e-08,-0.0159397
0.114177,0.00408982,-5.22739e-08,-0.0159399
0.114211,0.00295699,-6.11635e-08,-0.0159401
0.11424,0.00201336,-6.52846e-08,-0.0159403
0.114263,0.00122667,-6.27771e-08,-0.0159405
0.114283,0.000570286,-4.13912e-08,-0.0159407
0.1143,0.0,0.0,-0.0159449
