y,p,Ux,Uy,Uz
0.00852754,0.677809,0.288741,-0.00815762,2.24245e-21
0.00895757,0.677691,0.302704,-0.00890869,-2.02905e-21
0.00938356,0.677576,0.316495,-0.00967512,-1.25617e-23
0.00980607,0.677461,0.330134,-0.010456,3.20045e-21
0.0102256,0.677348,0.343642,-0.0112504,4.81044e-24
0.0106426,0.677236,0.357035,-0.0120574,-9.98718e-22
0.0110573,0.677124,0.370327,-0.0128764,-1.07963e-21
0.0114702,0.677013,0.38353,-0.0137062,7.81739e-22
0.0118815,0.676902,0.396655,-0.0145461,1.07854e-21
0.0122913,0.67679,0.409711,-0.0153951,-7.82864e-22
0.0127,0.676681,0.422398,-0.016232,2.5704e-22
0.013069,0.676575,0.434608,-0.0170473,2.35471e-22
0.0134609,0.676465,0.447045,-0.0178866,-2.7083e-22
0.0138774,0.676346,0.460242,-0.018786,-1.37982e-21
0.0143202,0.676219,0.474252,-0.0197492,1.32212e-21
0.0147912,0.676081,0.489132,-0.0207801,1.12885e-21
0.0152925,0.675931,0.504945,-0.0218824,-1.32456e-21
0.0158262,0.675768,0.521758,-0.02306,0.0
0.016395,0.67559,0.539647,-0.0243164,0.0
0.0170016,0.675394,0.558694,-0.0256548,8.14807e-21
0.017649,0.675178,0.578988,-0.0270781,-2.84835e-21
0.0183407,0.674939,0.600629,-0.0285883,-5.15257e-21
0.0190806,0.674673,0.623727,-0.0301864,5.84249e-21
0.0198729,0.674364,0.649313,-0.0319346,-3.23822e-21
0.020841,0.673991,0.678601,-0.033899,-9.33969e-21
0.0218936,0.673551,0.711127,-0.0360245,-6.0972e-21
0.0230395,0.673043,0.746323,-0.0382455,5.94384e-21
0.0242886,0.672454,0.784378,-0.0405413,5.95271e-21
0.0256521,0.671766,0.825467,-0.0428826,5.21365e-21
0.0271427,0.670963,0.869726,-0.0452298,1.92163e-22
0.0287752,0.670023,0.917226,-0.0475316,-1.52305e-20
0.0305662,0.668922,0.967933,-0.0497246,4.59382e-21
0.0325352,0.667634,1.02165,-0.051733,5.20662e-21
0.0347043,0.666133,1.07794,-0.0534703,-5.24448e-21
0.0370995,0.664389,1.13606,-0.054841,1.17604e-20
0.0397507,0.662377,1.1948,-0.0557432,3.87261e-21
0.0426931,0.660073,1.25241,-0.0560724,-6.33307e-21
0.0459675,0.657471,1.3064,-0.0557146,-5.71714e-21
0.0496219,0.654549,1.35337,-0.0545559,1.19603e-22
0.0537127,0.65138,1.38869,-0.052427,2.52466e-21
0.0583065,0.647958,1.40607,-0.0492454,1.89063e-21
0.0630442,0.644511,1.40016,-0.0451998,1.07582e-22
0.0680149,0.64129,1.36771,-0.0402999,-2.20027e-21
0.0732363,0.638262,1.30518,-0.0345668,-5.3322e-22
0.0787276,0.635645,1.20887,-0.0280765,-5.01854e-22
0.0845291,0.633349,1.07663,-0.0211779,-4.36067e-22
0.0903594,0.631705,0.923787,-0.0149866,2.25671e-21
0.0944749,0.630827,0.785404,-0.0104781,6.87487e-22
0.0978859,0.630208,0.66607,-0.00730667,-1.00092e-21
0.100713,0.629815,0.561442,-0.00506025,3.4499e-22
0.103056,0.629526,0.471159,-0.00348147,6.33739e-22
