y,Ux,Uy,p
0.0,0.0,0.0,-0.00181226
5.0791e-05,0.00222295,2.17732e-08,-0.00187518
0.000106156,0.00459723,7.35018e-08,-0.00187431
0.000166513,0.00718559,1.68432e-07,-0.00187341
0.000232318,0.0100076,3.18399e-07,-0.00187248
0.000304071,0.0130847,5.35191e-07,-0.00187152
0.000382317,0.0164404,8.32695e-07,-0.00187054
0.000467655,0.0201001,1.22735e-06,-0.00186953
0.000560736,0.0240921,1.73826e-06,-0.00186849
0.000662276,0.0284469,2.38744e-06,-0.00186741
0.000773056,0.0331981,3.20014e-06,-0.0018663
0.000893932,0.0383826,4.20507e-06,-0.00186517
0.00102584,0.0440404,5.43471e-06,-0.00186401
0.00116981,0.0502158,6.92542e-06,-0.00186281
0.00132696,0.056957,8.71762e-06,-0.00186158
0.00149852,0.0643168,1.08556e-05,-0.00186033
0.00168585,0.0723533,1.33875e-05,-0.00185904
0.00189041,0.0811301,1.63644e-05,-0.00185773
0.00211383,0.0907167,1.98399e-05,-0.00185639
0.00235788,0.10119,2.3869e-05,-0.00185503
0.00262452,0.112633,2.85059e-05,-0.00185365
0.00291587,0.125137,3.3803e-05,-0.00185226
0.00323428,0.138805,3.98081e-05,-0.00185086
0.00358232,0.153746,4.65623e-05,-0.00184948
0.00396282,0.170082,5.40988e-05,-0.00184811
0.00437886,0.187945,6.24429e-05,-0.00184679
0.00483387,0.207483,7.16156e-05,-0.00184554
0.00533158,0.228856,8.16419e-05,-0.00184441
0.00587609,0.25224,9.25704e-05,-0.00184344
0.00647192,0.277828,0.00010451,-0.00184272
0.00712405,0.305832,0.000117691,-0.00184234
0.00783792,0.336482,0.000132551,-0.00184244
0.00861955,0.370028,0.0001498,-0.00184323
0.00947556,0.406733,0.000170411,-0.00184497
0.0104132,0.446455,0.000196516,-0.00185243
0.0114014,0.488737,0.000230532,-0.00186431
0.0124582,0.533577,0.000275045,-0.0018765
0.0135893,0.581168,0.000333786,-0.00189114
0.0148013,0.631475,0.000410969,-0.00190896
0.0161012,0.684325,0.000510987,-0.00193086
0.0174966,0.739356,0.000637613,-0.00195793
0.0189959,0.795961,0.000793013,-0.00199142
0.0206079,0.853265,0.000976728,-0.00203273
0.0223426,0.910124,0.00118499,-0.00208338
0.0242106,0.965177,0.00141061,-0.00214492
0.0262234,1.01694,0.00164289,-0.00221891
0.0283935,1.06398,0.00186752,-0.00230692
0.0307348,1.10501,0.00207221,-0.00241011
0.0332619,1.13797,0.00224686,-0.00251679
0.0355637,1.16198,0.00238438,-0.00262494
0.0378721,1.17902,0.002481,-0.00273939
0.0401872,1.19099,0.00254014,-0.00285807
0.0425097,1.19899,0.0025654,-0.00298085
0.0448399,1.20398,0.00255667,-0.00310776
0.0471782,1.20681,0.00251425,-0.00323895
0.0495252,1.20827,0.00243917,-0.00337461
0.0518813,1.20903,0.00233473,-0.00351486
0.0542472,1.20965,0.00220765,-0.00365955
0.0566234,1.21051,0.00206817,-0.0038082
0.0590104,1.21176,0.00192871,-0.0039601
0.061409,1.2133,0.00180336,-0.00411411
0.0638199,1.21479,0.00170957,-0.00426682
0.0662793,1.21555,0.00166437,-0.00441748
0.068759,1.21465,0.0016784,-0.00456547
0.0712604,1.21095,0.00175912,-0.00470674
0.0737853,1.20309,0.00190871,-0.00483943
0.0763353,1.18963,0.00211897,-0.00496248
0.0789125,1.16908,0.00237906,-0.0050747
0.0815189,1.14162,0.00266958,-0.00516562
0.0836939,1.10984,0.00294825,-0.00523466
0.0856987,1.07512,0.00318464,-0.00528911
0.0875598,1.03742,0.00337955,-0.00533273
0.0893013,0.997151,0.00353017,-0.00536829
0.0909448,0.954594,0.00363213,-0.00539759
0.09251,0.909856,0.00368472,-0.00542206
0.094015,0.862915,0.00368586,-0.00544291
0.0954762,0.813652,0.00363298,-0.00546099
0.096909,0.761882,0.00352423,-0.00547666
0.0983277,0.707389,0.00335873,-0.00549008
0.0997456,0.649973,0.00313623,-0.00550131
0.101176,0.589493,0.00285647,-0.00551042
0.10263,0.525925,0.00252081,-0.0055173
0.10412,0.459385,0.00214243,-0.0055209
0.105657,0.390104,0.00175733,-0.0055205
0.107254,0.324448,0.0013847,-0.0055247
0.108374,0.271005,0.00104706,-0.00553052
0.109314,0.228682,0.000780145,-0.00553019
0.110102,0.193109,0.000579898,-0.00552968
0.110765,0.163142,0.000428764,-0.00552941
0.111322,0.137855,0.00031481,-0.00552916
0.111791,0.11649,0.000229778,-0.00552894
0.112185,0.0984249,0.000166988,-0.00552881
0.112518,0.0831394,0.000120975,-0.00552884
0.112798,0.0701992,8.74381e-05,-0.00552903
0.113035,0.0592389,6.30933e-05,-0.00552939
0.113235,0.0499507,4.54754e-05,-0.00552992
0.113404,0.0420752,3.27551e-05,-0.00553061
0.113548,0.0353936,2.35858e-05,-0.00553145
0.113669,0.0297212,1.69836e-05,-0.00553243
0.113772,0.0249022,1.22333e-05,-0.00553352
0.113859,0.0208052,8.81705e-06,-0.00553472
0.113933,0.0173193,6.36069e-06,-0.00553602
0.113996,0.0143509,4.59464e-06,-0.00553741
0.11405,0.011821,3.32499e-06,-0.00553887
0.114096,0.00966298,2.41223e-06,-0.0055404
0.114135,0.00782049,1.75622e-06,-0.00554198
0.114168,0.00624592,1.28493e-06,-0.00554361
0.114197,0.00489909,9.46268e-07,-0.00554527
0.114221,0.00374596,7.03247e-07,-0.00554695
0.114242,0.00275775,5.3233e-07,-0.00554864
0.11426,0.00191005,4.17638e-07,-0.00555034
0.114275,0.00118222,3.28108e-07,-0.00555222
0.114289,0.000556701,1.95795e-07,-0.00555452
0.1143,0.0,0.0,-0.00557661
