x,y,p,Ux,Uy,Uz
0.0727667,0.0154956,0.0,0.67716,0.506492,-0.0233003
0.0727667,0.0158151,0.0,0.67706,0.51655,-0.0240343
0.0727667,0.0161346,0.0,0.676958,0.526602,-0.0247637
0.0727667,0.0164541,0.0,0.676854,0.536648,-0.0254943
0.0727667,0.0167736,0.0,0.676748,0.54669,-0.0262252
0.0727667,0.0170931,0.0,0.676641,0.556724,-0.0269516
0.0727667,0.0174126,0.0,0.676532,0.566757,-0.0276805
0.0727667,0.0177321,0.0,0.676421,0.576778,-0.0284023
0.0727667,0.0180516,0.0,0.676309,0.586799,-0.0291254
0.0727667,0.0183711,0.0,0.676194,0.59681,-0.0298426
0.0727667,0.0186906,0.0,0.676078,0.606814,-0.0305557
0.0727667,0.0190101,0.0,0.675958,0.616912,-0.0312761
0.0727667,0.0193296,0.0,0.675832,0.627259,-0.032
0.0727667,0.0196491,0.0,0.675705,0.637622,-0.0327345
0.0727667,0.0199686,0.0,0.67558,0.647441,-0.0334117
0.0727667,0.020288,0.0,0.675456,0.657154,-0.0340812
0.0727667,0.0206075,0.0,0.67533,0.666881,-0.0347571
0.0727667,0.020927,0.0,0.675197,0.676769,-0.0354208
0.0727667,0.0212465,0.0,0.675062,0.686694,-0.0360859
0.0727667,0.021566,0.0,0.674927,0.696639,-0.0367583
0.0727667,0.0218855,0.0,0.674787,0.706534,-0.0374077
0.0727667,0.022205,0.0,0.674644,0.716398,-0.0380428
0.0727667,0.0225245,0.0,0.674501,0.726294,-0.0386879
0.0727667,0.022844,0.0,0.674356,0.736183,-0.0393294
0.0727667,0.0231635,0.0,0.674204,0.745976,-0.0399319
0.0727667,0.023483,0.0,0.674052,0.75578,-0.040537
0.0727667,0.0238025,0.0,0.673899,0.765612,-0.0411495
0.0727667,0.024122,0.0,0.673745,0.775411,-0.0417497
0.0727667,0.0244415,0.0,0.673582,0.785107,-0.0423128
0.0727667,0.024761,0.0,0.67342,0.794815,-0.0428782
0.0727667,0.0250805,0.0,0.673258,0.804555,-0.0434507
0.0727667,0.0254,0.0,0.673094,0.814288,-0.0440209
0.0733892,0.00015975,0.0,0.681661,0.00565226,-3.60016e-06
0.0733892,0.00047925,0.0,0.681524,0.0169062,-3.22487e-05
0.0733892,0.00079874,0.0,0.68139,0.0281214,-8.90583e-05
0.0733892,0.00111824,0.0,0.681258,0.0392967,-0.000173549
0.0733892,0.00143774,0.0,0.681128,0.0504341,-0.000283573
0.0733892,0.00175723,0.0,0.681001,0.0615276,-0.000422536
0.0733892,0.00207673,0.0,0.680877,0.0725822,-0.000586293
0.0733892,0.00239623,0.0,0.680754,0.0835763,-0.000772833
0.0733892,0.00271572,0.0,0.680643,0.093713,-0.000973148
0.0733892,0.00303522,0.0,0.680528,0.104414,-0.0012044
0.0733892,0.00335472,0.0,0.68041,0.115389,-0.00146425
0.0733892,0.00367421,0.0,0.680297,0.126219,-0.0017445
0.0733892,0.00399371,0.0,0.680185,0.137007,-0.00204794
0.0733892,0.00431321,0.0,0.680076,0.147757,-0.00237587
0.0733892,0.0046327,0.0,0.679968,0.158472,-0.00272483
0.0733892,0.0049522,0.0,0.679863,0.169153,-0.00309423
0.0733892,0.0052717,0.0,0.679759,0.179802,-0.00348327
0.0733892,0.00559119,0.0,0.679656,0.190419,-0.0038908
0.0733892,0.00591069,0.0,0.679555,0.201002,-0.00431724
0.0733892,0.00623019,0.0,0.679456,0.211551,-0.00476678
0.0733892,0.00654969,0.0,0.679361,0.221836,-0.00522055
0.0733892,0.00686918,0.0,0.679268,0.231956,-0.00568059
0.0733892,0.00718868,0.0,0.679173,0.242531,-0.00618642
0.0733892,0.00750818,0.0,0.679079,0.252992,-0.00670159
0.0733892,0.00782767,0.0,0.678986,0.263382,-0.00722782
0.0733892,0.00814717,0.0,0.678894,0.273745,-0.00777024
0.0733892,0.00846667,0.0,0.678804,0.284084,-0.00832913
0.0733892,0.00878616,0.0,0.678714,0.294403,-0.00889997
0.0733892,0.00910566,0.0,0.678624,0.304703,-0.00948265
0.0733892,0.00942516,0.0,0.678535,0.314981,-0.010079
0.0733892,0.00974465,0.0,0.678447,0.325238,-0.0106888
0.0733892,0.0100641,0.0,0.678358,0.33548,-0.0113088
0.0733892,0.0103836,0.0,0.67827,0.345706,-0.0119386
0.0733892,0.0107031,0.0,0.678182,0.355917,-0.012578
0.0733892,0.0110226,0.0,0.678094,0.366109,-0.0132296
0.0733892,0.0113421,0.0,0.678006,0.376288,-0.0138892
0.0733892,0.0116616,0.0,0.677918,0.386454,-0.0145564
0.0733892,0.0119811,0.0,0.677829,0.396609,-0.0152308
0.0733892,0.0123006,0.0,0.67774,0.40675,-0.0159131
0.0733892,0.0126201,0.0,0.677653,0.416641,-0.0165862
0.0733892,0.0129396,0.0,0.677561,0.427023,-0.0172989
0.0733892,0.0132591,0.0,0.677468,0.437303,-0.0180108
0.0733892,0.0135786,0.0,0.677376,0.447413,-0.0187162
0.0733892,0.0138981,0.0,0.677284,0.457516,-0.0194253
0.0733892,0.0142176,0.0,0.67719,0.467609,-0.0201399
0.0733892,0.0145371,0.0,0.677095,0.477694,-0.0208565
0.0733892,0.0148566,0.0,0.676999,0.487774,-0.0215749
0.0733892,0.0151761,0.0,0.676902,0.497845,-0.0222968
0.0733892,0.0154956,0.0,0.676803,0.507909,-0.023019
0.0733892,0.0158151,0.0,0.676704,0.517969,-0.0237415
0.0733892,0.0161346,0.0,0.676602,0.52802,-0.0244661
0.0733892,0.0164541,0.0,0.676499,0.538066,-0.0251887
0.0733892,0.0167736,0.0,0.676394,0.548105,-0.0259122
0.0733892,0.0170931,0.0,0.676288,0.558138,-0.0266327
0.0733892,0.0174126,0.0,0.67618,0.568165,-0.0273534
0.0733892,0.0177321,0.0,0.67607,0.578184,-0.0280697
0.0733892,0.0180516,0.0,0.675958,0.588197,-0.0287852
0.0733892,0.0183711,0.0,0.675845,0.598202,-0.0294959
0.0733892,0.0186906,0.0,0.675728,0.608199,-0.0302038
0.0733892,0.0190101,0.0,0.675611,0.618235,-0.030912
0.0733892,0.0193296,0.0,0.675485,0.62858,-0.0316342
0.0733892,0.0196491,0.0,0.675359,0.638925,-0.0323569
0.0733892,0.0199686,0.0,0.675234,0.648833,-0.0330386
0.0733892,0.020288,0.0,0.67511,0.658536,-0.0337035
0.0733892,0.0206075,0.0,0.674985,0.668239,-0.0343685
0.0733892,0.020927,0.0,0.674854,0.678081,-0.0350288
0.0733892,0.0212465,0.0,0.674719,0.687997,-0.0356904
0.0733892,0.021566,0.0,0.674585,0.697913,-0.036352
0.0733892,0.0218855,0.0,0.674447,0.707799,-0.0369996
0.0733892,0.022205,0.0,0.674304,0.717663,-0.0376347
0.0733892,0.0225245,0.0,0.674161,0.727528,-0.0382699
0.0733892,0.022844,0.0,0.674018,0.737392,-0.038905
0.0733892,0.0231635,0.0,0.673868,0.747183,-0.0395085
0.0733892,0.023483,0.0,0.673716,0.756977,-0.0401109
0.0733892,0.0238025,0.0,0.673564,0.766771,-0.0407134
0.0733892,0.024122,0.0,0.673411,0.77656,-0.0413146
0.0733892,0.0244415,0.0,0.67325,0.786245,-0.0418752
0.0733892,0.024761,0.0,0.673087,0.795941,-0.0424382
0.0733892,0.0250805,0.0,0.672925,0.805637,-0.0430012
0.0733892,0.0254,0.0,0.672763,0.815333,-0.0435643
0.0740116,0.00015975,0.0,0.681235,0.00567974,-3.54425e-06
0.0740116,0.00047925,0.0,0.681101,0.0169909,-3.17021e-05
0.0740116,0.00079874,0.0,0.680968,0.0282611,-8.75475e-05
0.0740116,0.00111824,0.0,0.680838,0.0394898,-0.00017063
0.0740116,0.00143774,0.0,0.68071,0.0506675,-0.000279864
0.0740116,0.00175723,0.0,0.680585,0.0618137,-0.000416569
0.0740116,0.00207673,0.0,0.680463,0.072916,-0.000578185
0.0740116,0.00239623,0.0,0.680343,0.0838936,-0.00076161
0.0740116,0.00271572,0.0,0.680233,0.0940974,-0.000956222
0.0740116,0.00303522,0.0,0.680118,0.104935,-0.00118597
0.0740116,0.00335472,0.0,0.680002,0.115927,-0.00144326
0.0740116,0.00367421,0.0,0.67989,0.126794,-0.00172094
0.0740116,0.00399371,0.0,0.67978,0.137623,-0.00202063
0.0740116,0.00431321,0.0,0.679672,0.148416,-0.00234183
0.0740116,0.0046327,0.0,0.679566,0.159177,-0.00268531
0.0740116,0.0049522,0.0,0.679462,0.169905,-0.00304871
0.0740116,0.0052717,0.0,0.679359,0.180588,-0.00343334
0.0740116,0.00559119,0.0,0.679258,0.191235,-0.00383746
0.0740116,0.00591069,0.0,0.679158,0.201851,-0.00425886
0.0740116,0.00623019,0.0,0.67906,0.212447,-0.00469888
0.0740116,0.00654969,0.0,0.678967,0.222707,-0.00514521
0.0740116,0.00686918,0.0,0.678874,0.232911,-0.0056053
0.0740116,0.00718868,0.0,0.678779,0.243529,-0.00610083
0.0740116,0.00750818,0.0,0.678687,0.254007,-0.00660808
0.0740116,0.00782767,0.0,0.678595,0.264417,-0.00713028
0.0740116,0.00814717,0.0,0.678504,0.274807,-0.00766544
0.0740116,0.00846667,0.0,0.678415,0.285182,-0.00821475
0.0740116,0.00878616,0.0,0.678326,0.295525,-0.00877898
0.0740116,0.00910566,0.0,0.678237,0.305844,-0.00935654
0.0740116,0.00942516,0.0,0.678149,0.316144,-0.00994539
0.0740116,0.00974465,0.0,0.678061,0.326431,-0.0105454
0.0740116,0.0100641,0.0,0.677974,0.336694,-0.0111576
0.0740116,0.0103836,0.0,0.677887,0.346936,-0.0117816
0.0740116,0.0107031,0.0,0.677799,0.357162,-0.0124148
0.0740116,0.0110226,0.0,0.677712,0.367376,-0.0130565
0.0740116,0.0113421,0.0,0.677625,0.377575,-0.0137063
0.0740116,0.0116616,0.0,0.677537,0.387754,-0.0143672
0.0740116,0.0119811,0.0,0.677449,0.397921,-0.0150353
0.0740116,0.0123006,0.0,0.677361,0.408072,-0.0157098
0.0740116,0.0126201,0.0,0.677275,0.417977,-0.0163733
0.0740116,0.0129396,0.0,0.677183,0.428371,-0.0170768
0.0740116,0.0132591,0.0,0.677092,0.438664,-0.0177819
0.0740116,0.0135786,0.0,0.677,0.448782,-0.0184806
0.0740116,0.0138981,0.0,0.676908,0.458891,-0.0191835
0.0740116,0.0142176,0.0,0.676815,0.468992,-0.0198878
0.0740116,0.0145371,0.0,0.676721,0.479083,-0.0205961
0.0740116,0.0148566,0.0,0.676626,0.489165,-0.0213092
0.0740116,0.0151761,0.0,0.67653,0.49924,-0.0220217
0.0740116,0.0154956,0.0,0.676432,0.509306,-0.022736
0.0740116,0.0158151,0.0,0.676333,0.519367,-0.0234545
0.0740116,0.0161346,0.0,0.676232,0.529416,-0.0241668
0.0740116,0.0164541,0.0,0.67613,0.539462,-0.0248861
0.0740116,0.0167736,0.0,0.676026,0.549498,-0.0255983
0.0740116,0.0170931,0.0,0.67592,0.559529,-0.0263155
0.0740116,0.0174126,0.0,0.675813,0.569549,-0.0270254
0.0740116,0.0177321,0.0,0.675704,0.579566,-0.0277389
0.0740116,0.0180516,0.0,0.675593,0.589567,-0.0284427
0.0740116,0.0183711,0.0,0.67548,0.599572,-0.029153
0.0740116,0.0186906,0.0,0.675365,0.609555,-0.0298493
0.0740116,0.0190101,0.0,0.675249,0.619548,-0.0305543
0.0740116,0.0193296,0.0,0.675124,0.629869,-0.0312653
0.0740116,0.0196491,0.0,0.674999,0.640202,-0.0319805
0.0740116,0.0199686,0.0,0.674874,0.650199,-0.0326674
0.0740116,0.020288,0.0,0.67475,0.659878,-0.0333215
0.0740116,0.0206075,0.0,0.674626,0.66957,-0.0339813
0.0740116,0.020927,0.0,0.674497,0.679368,-0.0346389
0.0740116,0.0212465,0.0,0.674363,0.689256,-0.0352898
0.0740116,0.021566,0.0,0.674229,0.699154,-0.0359444
0.0740116,0.0218855,0.0,0.674092,0.709049,-0.0365969
0.0740116,0.022205,0.0,0.67395,0.71888,-0.0372217
0.0740116,0.0225245,0.0,0.673808,0.728711,-0.0378464
0.0740116,0.022844,0.0,0.673665,0.738572,-0.0384804
0.0740116,0.0231635,0.0,0.673517,0.748361,-0.0390863
0.0740116,0.023483,0.0,0.673366,0.758115,-0.0396788
0.0740116,0.0238025,0.0,0.673214,0.767875,-0.0402725
0.0740116,0.024122,0.0,0.673062,0.777668,-0.0408749
0.0740116,0.0244415,0.0,0.672903,0.787348,-0.0414381
0.0740116,0.024761,0.0,0.672741,0.797,-0.0419918
0.0740116,0.0250805,0.0,0.67258,0.806651,-0.0425454
0.0740116,0.0254,0.0,0.672418,0.816347,-0.0431084
0.0746341,0.00015975,0.0,0.680804,0.00570623,-3.49179e-06
0.0746341,0.00047925,0.0,0.680671,0.0170674,-3.12698e-05
0.0746341,0.00079874,0.0,0.68054,0.0283879,-8.63569e-05
0.0746341,0.00111824,0.0,0.680412,0.0396667,-0.000168296
0.0746341,0.00143774,0.0,0.680286,0.0509047,-0.000275802
0.0746341,0.00175723,0.0,0.680163,0.0621026,-0.000410225
0.0746341,0.00207673,0.0,0.680042,0.0732554,-0.000569343
0.0746341,0.00239623,0.0,0.679924,0.0842174,-0.000749619
0.0746341,0.00271572,0.0,0.679816,0.0944533,-0.000941535
0.0746341,0.00303522,0.0,0.679701,0.105426,-0.00117062
0.0746341,0.00335472,0.0,0.679588,0.116453,-0.00142321
0.0746341,0.00367421,0.0,0.679477,0.12737,-0.00169637
0.0746341,0.00399371,0.0,0.679369,0.138246,-0.00199152
0.0746341,0.00431321,0.0,0.679262,0.149074,-0.00230921
0.0746341,0.0046327,0.0,0.679157,0.159866,-0.00264774
0.0746341,0.0049522,0.0,0.679054,0.170626,-0.00300771
0.0746341,0.0052717,0.0,0.678952,0.181351,-0.00338688
0.0746341,0.00559119,0.0,0.678853,0.192044,-0.00378412
0.0746341,0.00591069,0.0,0.678754,0.202701,-0.00419947
0.0746341,0.00623019,0.0,0.678657,0.213316,-0.00463535
0.0746341,0.00654969,0.0,0.678565,0.223558,-0.00507318
0.0746341,0.00686918,0.0,0.678474,0.233869,-0.00552777
0.0746341,0.00718868,0.0,0.678379,0.244506,-0.00601894
0.0746341,0.00750818,0.0,0.678288,0.254996,-0.00651981
0.0746341,0.00782767,0.0,0.678197,0.265446,-0.00703268
0.0746341,0.00814717,0.0,0.678108,0.275863,-0.00756154
0.0746341,0.00846667,0.0,0.678019,0.286254,-0.00810589
0.0746341,0.00878616,0.0,0.677931,0.296627,-0.00866237
0.0746341,0.00910566,0.0,0.677843,0.306978,-0.00923027
0.0746341,0.00942516,0.0,0.677756,0.317299,-0.00981273
0.0746341,0.00974465,0.0,0.677669,0.327602,-0.0104073
0.0746341,0.0100641,0.0,0.677583,0.337887,-0.0110118
0.0746341,0.0103836,0.0,0.677496,0.348155,-0.0116259
0.0746341,0.0107031,0.0,0.67741,0.3584,-0.0122514
0.0746341,0.0110226,0.0,0.677323,0.368627,-0.0128873
0.0746341,0.0113421,0.0,0.677237,0.378841,-0.0135308
0.0746341,0.0116616,0.0,0.67715,0.38904,-0.0141818
0.0746341,0.0119811,0.0,0.677063,0.399224,-0.0148403
0.0746341,0.0123006,0.0,0.676976,0.409383,-0.0155084
0.0746341,0.0126201,0.0,0.67689,0.419298,-0.0161657
0.0746341,0.0129396,0.0,0.676799,0.429703,-0.0168619
0.0746341,0.0132591,0.0,0.676708,0.440011,-0.0175579
0.0746341,0.0135786,0.0,0.676618,0.45014,-0.0182469
0.0746341,0.0138981,0.0,0.676526,0.460255,-0.0189431
0.0746341,0.0142176,0.0,0.676434,0.470361,-0.0196414
0.0746341,0.0145371,0.0,0.676341,0.480458,-0.0203414
0.0746341,0.0148566,0.0,0.676246,0.490546,-0.0210454
0.0746341,0.0151761,0.0,0.67615,0.500623,-0.0217525
0.0746341,0.0154956,0.0,0.676053,0.510692,-0.0224581
0.0746341,0.0158151,0.0,0.675955,0.520755,-0.0231695
0.0746341,0.0161346,0.0,0.675855,0.530804,-0.0238763
0.0746341,0.0164541,0.0,0.675754,0.540849,-0.0245857
0.0746341,0.0167736,0.0,0.675651,0.550883,-0.025294
0.0746341,0.0170931,0.0,0.675546,0.56091,-0.0260007
0.0746341,0.0174126,0.0,0.675439,0.570928,-0.0267072
0.0746341,0.0177321,0.0,0.675331,0.580938,-0.0274108
0.0746341,0.0180516,0.0,0.675221,0.590937,-0.0281118
0.0746341,0.0183711,0.0,0.675109,0.600934,-0.0288127
0.0746341,0.0186906,0.0,0.674994,0.61091,-0.029504
0.0746341,0.0190101,0.0,0.674879,0.620892,-0.0302002
0.0746341,0.0193296,0.0,0.674756,0.631154,-0.0309017
0.0746341,0.0196491,0.0,0.674631,0.64148,-0.0316129
0.0746341,0.0199686,0.0,0.674506,0.651558,-0.0322988
0.0746341,0.020288,0.0,0.674383,0.661227,-0.0329486
0.0746341,0.0206075,0.0,0.67426,0.670906,-0.0336026
0.0746341,0.020927,0.0,0.674133,0.680648,-0.0342519
0.0746341,0.0212465,0.0,0.673999,0.690522,-0.0348975
0.0746341,0.021566,0.0,0.673865,0.70041,-0.0355484
0.0746341,0.0218855,0.0,0.673731,0.710291,-0.0361969
0.0746341,0.022205,0.0,0.67359,0.720094,-0.036813
0.0746341,0.0225245,0.0,0.673447,0.729925,-0.0374377
0.0746341,0.022844,0.0,0.673305,0.739757,-0.0380625
0.0746341,0.0231635,0.0,0.673159,0.749532,-0.0386669
0.0746341,0.023483,0.0,0.673008,0.759267,-0.0392544
0.0746341,0.0238025,0.0,0.672857,0.769022,-0.0398469
0.0746341,0.024122,0.0,0.672706,0.778776,-0.0404395
0.0746341,0.0244415,0.0,0.672549,0.788446,-0.0410039
0.0746341,0.024761,0.0,0.672388,0.798075,-0.0415528
0.0746341,0.0250805,0.0,0.672227,0.807727,-0.0421065
0.0746341,0.0254,0.0,0.672065,0.817379,-0.0426601
0.0752565,0.00015975,0.0,0.680363,0.00573291,-3.4378e-06
0.0752565,0.00047925,0.0,0.680233,0.0171469,-3.07824e-05
0.0752565,0.00079874,0.0,0.680104,0.0285187,-8.50242e-05
0.0752565,0.00111824,0.0,0.679978,0.0398478,-0.000165715
0.0752565,0.00143774,0.0,0.679853,0.0511292,-0.000272292
0.0752565,0.00175723,0.0,0.679732,0.0623708,-0.000405066
0.0752565,0.00207673,0.0,0.679612,0.0735685,-0.000562329
0.0752565,0.00239623,0.0,0.679497,0.0845203,-0.00073905
0.0752565,0.00271572,0.0,0.67939,0.0948211,-0.000925588
0.0752565,0.00303522,0.0,0.679276,0.105925,-0.00115353
0.0752565,0.00335472,0.0,0.679164,0.116971,-0.00140343
0.0752565,0.00367421,0.0,0.679055,0.127925,-0.00167391
0.0752565,0.00399371,0.0,0.678948,0.138839,-0.00196579
0.0752565,0.00431321,0.0,0.678843,0.149714,-0.00227856
0.0752565,0.0046327,0.0,0.678739,0.16055,-0.0026115
0.0752565,0.0049522,0.0,0.678637,0.171352,-0.00296448
0.0752565,0.0052717,0.0,0.678537,0.182115,-0.00333889
0.0752565,0.00559119,0.0,0.678439,0.192835,-0.00373305
0.0752565,0.00591069,0.0,0.678341,0.203523,-0.00414412
0.0752565,0.00623019,0.0,0.678245,0.214185,-0.00457038
0.0752565,0.00654969,0.0,0.678155,0.224399,-0.00500145
0.0752565,0.00686918,0.0,0.678064,0.234797,-0.00545564
0.0752565,0.00718868,0.0,0.677971,0.245476,-0.00593668
0.0752565,0.00750818,0.0,0.67788,0.255982,-0.00643033
0.0752565,0.00782767,0.0,0.677791,0.266451,-0.00693937
0.0752565,0.00814717,0.0,0.677702,0.276899,-0.00746085
0.0752565,0.00846667,0.0,0.677614,0.287325,-0.00799532
0.0752565,0.00878616,0.0,0.677527,0.297718,-0.00854636
0.0752565,0.00910566,0.0,0.67744,0.308087,-0.00910935
0.0752565,0.00942516,0.0,0.677354,0.318437,-0.00968327
0.0752565,0.00974465,0.0,0.677268,0.328767,-0.010268
0.0752565,0.0100641,0.0,0.677182,0.33907,-0.0108666
0.0752565,0.0103836,0.0,0.677096,0.349353,-0.011475
0.0752565,0.0107031,0.0,0.677011,0.359618,-0.0120925
0.0752565,0.0110226,0.0,0.676925,0.369868,-0.0127186
0.0752565,0.0113421,0.0,0.676839,0.380097,-0.0133548
0.0752565,0.0116616,0.0,0.676753,0.390308,-0.0139998
0.0752565,0.0119811,0.0,0.676667,0.400505,-0.0146517
0.0752565,0.0123006,0.0,0.676581,0.41068,-0.0153098
0.0752565,0.0126201,0.0,0.676496,0.420608,-0.0159583
0.0752565,0.0129396,0.0,0.676406,0.431022,-0.0166477
0.0752565,0.0132591,0.0,0.676315,0.441342,-0.0173371
0.0752565,0.0135786,0.0,0.676226,0.451479,-0.0180198
0.0752565,0.0138981,0.0,0.676135,0.461605,-0.0187065
0.0752565,0.0142176,0.0,0.676044,0.471718,-0.0193957
0.0752565,0.0145371,0.0,0.675951,0.481819,-0.0200904
0.0752565,0.0148566,0.0,0.675857,0.491912,-0.0207873
0.0752565,0.0151761,0.0,0.675762,0.501993,-0.0214843
0.0752565,0.0154956,0.0,0.675666,0.512063,-0.0221856
0.0752565,0.0158151,0.0,0.675568,0.522128,-0.022887
0.0752565,0.0161346,0.0,0.675469,0.532177,-0.023588
0.0752565,0.0164541,0.0,0.675369,0.542223,-0.0242913
0.0752565,0.0167736,0.0,0.675266,0.552254,-0.0249908
0.0752565,0.0170931,0.0,0.675162,0.562281,-0.0256932
0.0752565,0.0174126,0.0,0.675056,0.572292,-0.0263901
0.0752565,0.0177321,0.0,0.674949,0.582302,-0.0270897
0.0752565,0.0180516,0.0,0.674839,0.592293,-0.0277819
0.0752565,0.0183711,0.0,0.674729,0.602286,-0.0284776
0.0752565,0.0186906,0.0,0.674615,0.612254,-0.0291625
0.0752565,0.0190101,0.0,0.6745,0.622221,-0.029848
0.0752565,0.0193296,0.0,0.674378,0.632435,-0.0305467
0.0752565,0.0196491,0.0,0.674254,0.642743,-0.0312463
0.0752565,0.0199686,0.0,0.67413,0.652914,-0.0319378
0.0752565,0.020288,0.0,0.674007,0.662569,-0.0325812
0.0752565,0.0206075,0.0,0.673884,0.672224,-0.0332246
0.0752565,0.020927,0.0,0.673759,0.681927,-0.0338722
0.0752565,0.0212465,0.0,0.673626,0.691787,-0.0345125
0.0752565,0.021566,0.0,0.673493,0.701647,-0.0351528
0.0752565,0.0218855,0.0,0.67336,0.711517,-0.035797
0.0752565,0.022205,0.0,0.673219,0.721326,-0.036416
0.0752565,0.0225245,0.0,0.673078,0.731124,-0.0370305
0.0752565,0.022844,0.0,0.672937,0.740922,-0.0376451
0.0752565,0.0231635,0.0,0.672793,0.750714,-0.0382561
0.0752565,0.023483,0.0,0.672642,0.760431,-0.0388389
0.0752565,0.0238025,0.0,0.672491,0.770147,-0.0394216
0.0752565,0.024122,0.0,0.672341,0.779863,-0.0400043
0.0752565,0.0244415,0.0,0.672186,0.789563,-0.0405789
0.0752565,0.024761,0.0,0.672025,0.799171,-0.0411233
0.0752565,0.0250805,0.0,0.671865,0.808779,-0.0416676
0.0752565,0.0254,0.0,0.671704,0.818387,-0.042212
0.075879,0.00015975,0.0,0.679912,0.00575857,-3.387e-06
0.075879,0.00047925,0.0,0.679783,0.0172235,-3.03234e-05
0.075879,0.00079874,0.0,0.679656,0.0286459,-8.37418e-05
0.075879,0.00111824,0.0,0.679532,0.0400246,-0.000163204
0.075879,0.00143774,0.0,0.67941,0.05136,-0.000268203
0.075879,0.00175723,0.0,0.67929,0.0626562,-0.000398405
0.075879,0.00207673,0.0,0.679173,0.0739022,-0.000553153
0.075879,0.00239623,0.0,0.679059,0.0848364,-0.000727032
0.075879,0.00271572,0.0,0.678953,0.0951697,-0.000910932
0.075879,0.00303522,0.0,0.67884,0.106407,-0.00113753
0.075879,0.00335472,0.0,0.67873,0.117485,-0.00138307
0.075879,0.00367421,0.0,0.678622,0.128487,-0.00164928
0.075879,0.00399371,0.0,0.678516,0.139447,-0.00193655
0.075879,0.00431321,0.0,0.678412,0.150358,-0.00224572
0.075879,0.0046327,0.0,0.67831,0.161228,-0.00257522
0.075879,0.0049522,0.0,0.678209,0.172059,-0.00292406
0.075879,0.0052717,0.0,0.67811,0.182858,-0.00329303
0.075879,0.00559119,0.0,0.678013,0.193625,-0.00368034
0.075879,0.00591069,0.0,0.677918,0.204353,-0.00408534
0.075879,0.00623019,0.0,0.677823,0.214996,-0.00450704
0.075879,0.00654969,0.0,0.677734,0.225227,-0.00493013
0.075879,0.00686918,0.0,0.677643,0.235732,-0.00537946
0.075879,0.00718868,0.0,0.677551,0.246414,-0.00585653
0.075879,0.00750818,0.0,0.677462,0.256947,-0.00634333
0.075879,0.00782767,0.0,0.677373,0.267457,-0.00684328
0.075879,0.00814717,0.0,0.677285,0.277927,-0.00735943
0.075879,0.00846667,0.0,0.677198,0.28837,-0.00788912
0.075879,0.00878616,0.0,0.677112,0.298794,-0.00843166
0.075879,0.00910566,0.0,0.677026,0.309196,-0.00898527
0.075879,0.00942516,0.0,0.67694,0.319561,-0.00955419
0.075879,0.00974465,0.0,0.676855,0.329907,-0.0101336
0.075879,0.0100641,0.0,0.67677,0.340236,-0.0107231
0.075879,0.0103836,0.0,0.676686,0.350545,-0.0113219
0.075879,0.0107031,0.0,0.676601,0.360824,-0.0119338
0.075879,0.0110226,0.0,0.676516,0.371087,-0.0125542
0.075879,0.0113421,0.0,0.676431,0.381335,-0.013182
0.075879,0.0116616,0.0,0.676346,0.391566,-0.0138171
0.075879,0.0119811,0.0,0.67626,0.401775,-0.0144623
0.075879,0.0123006,0.0,0.676174,0.411958,-0.0151142
0.075879,0.0126201,0.0,0.67609,0.421896,-0.0157559
0.075879,0.0129396,0.0,0.676001,0.432324,-0.016436
0.075879,0.0132591,0.0,0.675911,0.44266,-0.0171163
0.075879,0.0135786,0.0,0.675822,0.452804,-0.0177922
0.075879,0.0138981,0.0,0.675733,0.462936,-0.018473
0.075879,0.0142176,0.0,0.675642,0.473056,-0.0191547
0.075879,0.0145371,0.0,0.67555,0.483164,-0.019839
0.075879,0.0148566,0.0,0.675457,0.49326,-0.0205308
0.075879,0.0151761,0.0,0.675363,0.503345,-0.0212208
0.075879,0.0154956,0.0,0.675267,0.513418,-0.0219124
0.075879,0.0158151,0.0,0.67517,0.523483,-0.0226092
0.075879,0.0161346,0.0,0.675072,0.533533,-0.0232997
0.075879,0.0164541,0.0,0.674972,0.54358,-0.0239992
0.075879,0.0167736,0.0,0.67487,0.553607,-0.0246893
0.075879,0.0170931,0.0,0.674767,0.563633,-0.0253868
0.075879,0.0174126,0.0,0.674662,0.573639,-0.0260748
0.075879,0.0177321,0.0,0.674556,0.583647,-0.0267703
0.075879,0.0180516,0.0,0.674447,0.593628,-0.0274524
0.075879,0.0183711,0.0,0.674337,0.603619,-0.0281446
0.075879,0.0186906,0.0,0.674224,0.613574,-0.02882
0.075879,0.0190101,0.0,0.674109,0.623539,-0.0295034
0.075879,0.0193296,0.0,0.67399,0.633691,-0.0301902
0.075879,0.0196491,0.0,0.673866,0.64399,-0.0308837
0.075879,0.0199686,0.0,0.673742,0.654251,-0.0315787
0.075879,0.020288,0.0,0.67362,0.663882,-0.0322115
0.075879,0.0206075,0.0,0.673497,0.67353,-0.0328517
0.075879,0.020927,0.0,0.673374,0.683187,-0.0334949
0.075879,0.0212465,0.0,0.673242,0.693019,-0.0341247
0.075879,0.021566,0.0,0.67311,0.702866,-0.0347601
0.075879,0.0218855,0.0,0.672977,0.712726,-0.0354004
0.075879,0.022205,0.0,0.672838,0.72252,-0.0360158
0.075879,0.0225245,0.0,0.672698,0.732288,-0.0366211
0.075879,0.022844,0.0,0.672557,0.742086,-0.0372356
0.075879,0.0231635,0.0,0.672415,0.751874,-0.0378469
0.075879,0.023483,0.0,0.672265,0.761552,-0.0384199
