x,y,p,Ux,Uy,Uz
-0.0187327,0.0142176,0.0,0.644365,0.10074,-0.000355738
-0.0187327,0.0145371,0.0,0.64423,0.121379,-0.000515781
-0.0187327,0.0148566,0.0,0.644099,0.141836,-0.000701236
-0.0187327,0.0151761,0.0,0.643973,0.162114,-0.000913425
-0.0187327,0.0154956,0.0,0.643854,0.182131,-0.00115706
-0.0187327,0.0158151,0.0,0.643738,0.202062,-0.00141061
-0.0187327,0.0161346,0.0,0.643632,0.221661,-0.00170738
-0.0187327,0.0164541,0.0,0.643526,0.241253,-0.00200243
-0.0187327,0.0167736,0.0,0.643434,0.260412,-0.0023448
-0.0187327,0.0170931,0.0,0.643343,0.279561,-0.00269
-0.0187327,0.0174126,0.0,0.643261,0.298476,-0.00305189
-0.0187327,0.0177321,0.0,0.64319,0.317085,-0.00344742
-0.0187327,0.0180516,0.0,0.643119,0.335694,-0.00384294
-0.0187327,0.0183711,0.0,0.643058,0.354084,-0.00424875
-0.0187327,0.0186906,0.0,0.643016,0.372048,-0.00469322
-0.0187327,0.0190101,0.0,0.642973,0.390011,-0.00513766
-0.0187327,0.0193296,0.0,0.64293,0.407975,-0.00558213
-0.0187327,0.0196491,0.0,0.642909,0.425482,-0.0060443
-0.0187327,0.0199686,0.0,0.642904,0.442682,-0.00653132
-0.0187327,0.020288,0.0,0.642899,0.459881,-0.00701836
-0.0187327,0.0206075,0.0,0.642893,0.477081,-0.00750539
-0.0187327,0.020927,0.0,0.64289,0.494217,-0.00798534
-0.0187327,0.0212465,0.0,0.642934,0.51052,-0.00850208
-0.0187327,0.021566,0.0,0.642977,0.526824,-0.00901883
-0.0187327,0.0218855,0.0,0.643021,0.543127,-0.00953555
-0.0187327,0.022205,0.0,0.643064,0.55943,-0.0100523
-0.0187327,0.0225245,0.0,0.643108,0.575734,-0.010569
-0.0187327,0.022844,0.0,0.643185,0.59142,-0.0110811
-0.0187327,0.0231635,0.0,0.64329,0.606685,-0.0116075
-0.0187327,0.023483,0.0,0.643394,0.621951,-0.0121339
-0.0187327,0.0238025,0.0,0.643499,0.637217,-0.0126604
-0.0187327,0.024122,0.0,0.643604,0.652482,-0.0131868
-0.0187327,0.0244415,0.0,0.643708,0.667748,-0.0137132
-0.0187327,0.024761,0.0,0.643808,0.683013,-0.0142296
-0.0187327,0.0250805,0.0,0.643982,0.697124,-0.014739
-0.0187327,0.0254,0.0,0.644158,0.711202,-0.0152491
-0.0181102,0.0129396,0.0,0.643179,0.0163112,-9.83824e-06
-0.0181102,0.0132591,0.0,0.64302,0.037782,-5.17217e-05
-0.0181102,0.0135786,0.0,0.642865,0.0590645,-0.000126284
-0.0181102,0.0138981,0.0,0.642712,0.0801695,-0.000236079
-0.0181102,0.0142176,0.0,0.642566,0.101057,-0.000374168
-0.0181102,0.0145371,0.0,0.642424,0.121761,-0.000543175
-0.0181102,0.0148566,0.0,0.642288,0.142268,-0.000737384
-0.0181102,0.0151761,0.0,0.642159,0.16257,-0.000953797
-0.0181102,0.0154956,0.0,0.642031,0.18267,-0.00121601
-0.0181102,0.0158151,0.0,0.641913,0.202622,-0.00147471
-0.0181102,0.0161346,0.0,0.641799,0.222292,-0.00179254
-0.0181102,0.0164541,0.0,0.641693,0.24189,-0.00208931
-0.0181102,0.0167736,0.0,0.641593,0.261141,-0.0024662
-0.0181102,0.0170931,0.0,0.641501,0.28029,-0.0028114
-0.0181102,0.0174126,0.0,0.641416,0.299258,-0.00319824
-0.0181102,0.0177321,0.0,0.641342,0.317913,-0.00361757
-0.0181102,0.0180516,0.0,0.641271,0.336522,-0.00401309
-0.0181102,0.0183711,0.0,0.641209,0.354948,-0.00444175
-0.0181102,0.0186906,0.0,0.641166,0.372967,-0.0049265
-0.0181102,0.0190101,0.0,0.641123,0.39093,-0.00537095
-0.0181102,0.0193296,0.0,0.64108,0.408894,-0.00581541
-0.0181102,0.0196491,0.0,0.641063,0.426441,-0.00631665
-0.0181102,0.0199686,0.0,0.641063,0.443674,-0.00684223
-0.0181102,0.020288,0.0,0.641057,0.460874,-0.00732927
-0.0181102,0.0206075,0.0,0.641052,0.478073,-0.0078163
-0.0181102,0.020927,0.0,0.641051,0.495219,-0.00830822
-0.0181102,0.0212465,0.0,0.64111,0.511544,-0.00887651
-0.0181102,0.021566,0.0,0.641162,0.527857,-0.00941875
-0.0181102,0.0218855,0.0,0.641205,0.54416,-0.00993548
-0.0181102,0.022205,0.0,0.641249,0.560464,-0.0104522
-0.0181102,0.0225245,0.0,0.641292,0.576767,-0.010969
-0.0181102,0.022844,0.0,0.641387,0.592456,-0.0115173
-0.0181102,0.0231635,0.0,0.641517,0.607717,-0.0120877
-0.0181102,0.023483,0.0,0.64163,0.622981,-0.0126269
-0.0181102,0.0238025,0.0,0.641734,0.638247,-0.0131534
-0.0181102,0.024122,0.0,0.641839,0.653512,-0.0136798
-0.0181102,0.0244415,0.0,0.641944,0.668778,-0.0142062
-0.0181102,0.024761,0.0,0.642048,0.684044,-0.0147326
-0.0181102,0.0250805,0.0,0.642256,0.698131,-0.0152751
-0.0181102,0.0254,0.0,0.642466,0.712183,-0.015818
-0.0174878,0.0129396,0.0,0.641403,0.0163651,-1.03207e-05
-0.0174878,0.0132591,0.0,0.641237,0.0378998,-5.40507e-05
-0.0174878,0.0135786,0.0,0.641075,0.0592462,-0.00013195
-0.0174878,0.0138981,0.0,0.640917,0.0803976,-0.0002452
-0.0174878,0.0142176,0.0,0.640763,0.101358,-0.000390588
-0.0174878,0.0145371,0.0,0.640615,0.12211,-0.000565715
-0.0174878,0.0148566,0.0,0.640474,0.142663,-0.000766533
-0.0174878,0.0151761,0.0,0.640337,0.163042,-0.000996729
-0.0174878,0.0154956,0.0,0.640204,0.183191,-0.00127023
-0.0174878,0.0158151,0.0,0.640082,0.20318,-0.00153735
-0.0174878,0.0161346,0.0,0.639961,0.222915,-0.00187439
-0.0174878,0.0164541,0.0,0.639852,0.242542,-0.00217974
-0.0174878,0.0167736,0.0,0.639749,0.261822,-0.00256762
-0.0174878,0.0170931,0.0,0.639651,0.281042,-0.00294017
-0.0174878,0.0174126,0.0,0.639565,0.30001,-0.00332701
-0.0174878,0.0177321,0.0,0.639488,0.318718,-0.00377348
-0.0174878,0.0180516,0.0,0.639414,0.337373,-0.0041933
-0.0174878,0.0183711,0.0,0.639352,0.355799,-0.00462196
-0.0174878,0.0186906,0.0,0.639308,0.373838,-0.00512074
-0.0174878,0.0190101,0.0,0.639264,0.391874,-0.0056175
-0.0174878,0.0193296,0.0,0.639222,0.409838,-0.00606197
-0.0174878,0.0196491,0.0,0.639205,0.427384,-0.0065632
-0.0174878,0.0199686,0.0,0.639206,0.444631,-0.00710509
-0.0174878,0.020288,0.0,0.639208,0.461879,-0.00764699
-0.0174878,0.0206075,0.0,0.639204,0.479087,-0.00814394
-0.0174878,0.020927,0.0,0.639202,0.496234,-0.00863586
-0.0174878,0.0212465,0.0,0.639262,0.512558,-0.00920414
-0.0174878,0.021566,0.0,0.639322,0.528882,-0.00977243
-0.0174878,0.0218855,0.0,0.639381,0.545206,-0.0103407
-0.0174878,0.022205,0.0,0.63943,0.561515,-0.010872
-0.0174878,0.0225245,0.0,0.639473,0.577819,-0.0113887
-0.0174878,0.022844,0.0,0.639568,0.593508,-0.0119371
-0.0174878,0.0231635,0.0,0.639698,0.608768,-0.0125074
-0.0174878,0.023483,0.0,0.639828,0.624029,-0.0130778
-0.0174878,0.0238025,0.0,0.639959,0.63929,-0.0136482
-0.0174878,0.024122,0.0,0.640075,0.654553,-0.0141946
-0.0174878,0.0244415,0.0,0.64018,0.669819,-0.014721
-0.0174878,0.024761,0.0,0.640284,0.685084,-0.0152474
-0.0174878,0.0250805,0.0,0.640492,0.699171,-0.0157898
-0.0174878,0.0254,0.0,0.640702,0.713224,-0.0163327
-0.0168653,0.0129396,0.0,0.639627,0.0164071,-1.06093e-05
-0.0168653,0.0132591,0.0,0.639454,0.0380125,-5.61977e-05
-0.0168653,0.0135786,0.0,0.639286,0.0594218,-0.000137262
-0.0168653,0.0138981,0.0,0.639122,0.0806206,-0.000253859
-0.0168653,0.0142176,0.0,0.638963,0.10163,-0.000403683
-0.0168653,0.0145371,0.0,0.638809,0.122439,-0.000585336
-0.0168653,0.0148566,0.0,0.638661,0.143059,-0.000795681
-0.0168653,0.0151761,0.0,0.638516,0.163499,-0.0010371
-0.0168653,0.0154956,0.0,0.638382,0.183663,-0.00131317
-0.0168653,0.0158151,0.0,0.638251,0.203737,-0.0016
-0.0168653,0.0161346,0.0,0.63813,0.223472,-0.00193704
-0.0168653,0.0164541,0.0,0.638011,0.243194,-0.00227017
-0.0168653,0.0167736,0.0,0.637908,0.262474,-0.00265805
-0.0168653,0.0170931,0.0,0.637805,0.281743,-0.00304919
-0.0168653,0.0174126,0.0,0.637715,0.300762,-0.00345578
-0.0168653,0.0177321,0.0,0.637637,0.31947,-0.00390225
-0.0168653,0.0180516,0.0,0.63756,0.338177,-0.00434871
-0.0168653,0.0183711,0.0,0.637494,0.356651,-0.00480218
-0.0168653,0.0186906,0.0,0.637451,0.37469,-0.00530095
-0.0168653,0.0190101,0.0,0.637407,0.392728,-0.00579971
-0.0168653,0.0193296,0.0,0.637363,0.410767,-0.00629849
-0.0168653,0.0196491,0.0,0.637346,0.428328,-0.00680976
-0.0168653,0.0199686,0.0,0.637348,0.445575,-0.00735165
-0.0168653,0.020288,0.0,0.63735,0.462822,-0.00789356
-0.0168653,0.0206075,0.0,0.637351,0.48007,-0.00843546
-0.0168653,0.020927,0.0,0.637354,0.497248,-0.0089635
-0.0168653,0.0212465,0.0,0.637414,0.513572,-0.00953178
-0.0168653,0.021566,0.0,0.637474,0.529896,-0.0101001
-0.0168653,0.0218855,0.0,0.637533,0.54622,-0.0106683
-0.0168653,0.022205,0.0,0.637593,0.562544,-0.0112366
-0.0168653,0.0225245,0.0,0.637653,0.578868,-0.0118049
-0.0168653,0.022844,0.0,0.637749,0.594559,-0.0123569
-0.0168653,0.0231635,0.0,0.637879,0.609819,-0.0129272
-0.0168653,0.023483,0.0,0.638009,0.62508,-0.0134976
-0.0168653,0.0238025,0.0,0.638139,0.640341,-0.014068
-0.0168653,0.024122,0.0,0.63827,0.655601,-0.0146383
-0.0168653,0.0244415,0.0,0.6384,0.670862,-0.0152087
-0.0168653,0.024761,0.0,0.63852,0.686125,-0.0157622
-0.0168653,0.0250805,0.0,0.638728,0.700212,-0.0163046
-0.0168653,0.0254,0.0,0.638938,0.714265,-0.0168475
-0.0162429,0.0129396,0.0,0.637813,0.0164668,-1.11957e-05
-0.0162429,0.0132591,0.0,0.637632,0.038139,-5.88727e-05
-0.0162429,0.0135786,0.0,0.637455,0.0596176,-0.000143808
-0.0162429,0.0138981,0.0,0.63728,0.0809143,-0.000269062
-0.0162429,0.0142176,0.0,0.637113,0.101985,-0.000426513
-0.0162429,0.0145371,0.0,0.63695,0.122867,-0.000619322
-0.0162429,0.0148566,0.0,0.636794,0.143546,-0.000840976
-0.0162429,0.0151761,0.0,0.636647,0.16401,-0.00108725
-0.0162429,0.0154956,0.0,0.636501,0.184267,-0.00138642
-0.0162429,0.0158151,0.0,0.636366,0.204369,-0.00168079
-0.0162429,0.0161346,0.0,0.636237,0.224179,-0.00204279
-0.0162429,0.0164541,0.0,0.636116,0.243914,-0.00237983
-0.0162429,0.0167736,0.0,0.636003,0.263288,-0.00280847
-0.0162429,0.0170931,0.0,0.635901,0.282557,-0.00319961
-0.0162429,0.0174126,0.0,0.635805,0.301637,-0.00363843
-0.0162429,0.0177321,0.0,0.635724,0.320391,-0.00411208
-0.0162429,0.0180516,0.0,0.635647,0.339098,-0.00455854
-0.0162429,0.0183711,0.0,0.63558,0.357615,-0.00504212
-0.0162429,0.0186906,0.0,0.635537,0.375707,-0.00558639
-0.0162429,0.0190101,0.0,0.635493,0.393745,-0.00608515
-0.0162429,0.0193296,0.0,0.63545,0.411784,-0.00658393
-0.0162429,0.0196491,0.0,0.635439,0.429387,-0.00714396
-0.0162429,0.0199686,0.0,0.635447,0.446664,-0.00772771
-0.0162429,0.020288,0.0,0.635449,0.463911,-0.00826962
-0.0162429,0.0206075,0.0,0.63545,0.481159,-0.00881152
-0.0162429,0.020927,0.0,0.635457,0.498351,-0.00935836
-0.0162429,0.0212465,0.0,0.635538,0.514688,-0.00998242
-0.0162429,0.021566,0.0,0.635607,0.531018,-0.0105764
-0.0162429,0.0218855,0.0,0.635667,0.547342,-0.0111447
-0.0162429,0.022205,0.0,0.635727,0.563666,-0.011713
-0.0162429,0.0225245,0.0,0.635786,0.57999,-0.0122813
-0.0162429,0.022844,0.0,0.635907,0.59568,-0.0128772
-0.0162429,0.0231635,0.0,0.636069,0.610926,-0.0134923
-0.0162429,0.023483,0.0,0.636208,0.626184,-0.0140739
-0.0162429,0.0238025,0.0,0.636338,0.641445,-0.0146443
-0.0162429,0.024122,0.0,0.636468,0.656705,-0.0152146
-0.0162429,0.0244415,0.0,0.636598,0.671966,-0.015785
-0.0162429,0.024761,0.0,0.636729,0.687227,-0.0163554
-0.0162429,0.0250805,0.0,0.636976,0.701282,-0.0169288
-0.0162429,0.0254,0.0,0.637226,0.715301,-0.0175023
-0.0156204,0.0129396,0.0,0.635989,0.0165279,-1.1801e-05
-0.0156204,0.0132591,0.0,0.635799,0.0382733,-6.18354e-05
-0.0156204,0.0135786,0.0,0.635613,0.0598249,-0.000151032
-0.0156204,0.0138981,0.0,0.635432,0.0811753,-0.000280782
-0.0156204,0.0142176,0.0,0.635255,0.102329,-0.000447464
-0.0156204,0.0145371,0.0,0.635085,0.123266,-0.000648228
-0.0156204,0.0148566,0.0,0.634922,0.143998,-0.000878341
-0.0156204,0.0151761,0.0,0.634764,0.164549,-0.00114233
-0.0156204,0.0154956,0.0,0.634611,0.18486,-0.00145573
-0.0156204,0.0158151,0.0,0.634471,0.205005,-0.00176118
-0.0156204,0.0161346,0.0,0.634333,0.224887,-0.00214716
-0.0156204,0.0164541,0.0,0.634208,0.244656,-0.00249573
-0.0156204,0.0167736,0.0,0.634092,0.264062,-0.0029385
-0.0156204,0.0170931,0.0,0.633981,0.28341,-0.00336414
-0.0156204,0.0174126,0.0,0.633886,0.30249,-0.00380296
-0.0156204,0.0177321,0.0,0.633801,0.3213,-0.00431006
-0.0156204,0.0180516,0.0,0.633719,0.340059,-0.00478744
-0.0156204,0.0183711,0.0,0.633653,0.358576,-0.00527101
-0.0156204,0.0186906,0.0,0.633609,0.376689,-0.00583309
-0.0156204,0.0190101,0.0,0.633566,0.394801,-0.00639514
-0.0156204,0.0193296,0.0,0.633523,0.41284,-0.00689413
-0.0156204,0.0196491,0.0,0.633511,0.430443,-0.00745415
-0.0156204,0.0199686,0.0,0.633523,0.447733,-0.00805804
-0.0156204,0.020288,0.0,0.633535,0.465024,-0.00866194
-0.0156204,0.0206075,0.0,0.633539,0.482282,-0.00921805
-0.0156204,0.020927,0.0,0.633546,0.499474,-0.00976489
-0.0156204,0.0212465,0.0,0.633627,0.515811,-0.0103889
-0.0156204,0.021566,0.0,0.633708,0.532148,-0.011013
-0.0156204,0.0218855,0.0,0.633789,0.548485,-0.011637
-0.0156204,0.022205,0.0,0.633856,0.564814,-0.0122244
-0.0156204,0.0225245,0.0,0.633916,0.581138,-0.0127926
-0.0156204,0.022844,0.0,0.634036,0.596827,-0.0133885
-0.0156204,0.0231635,0.0,0.634199,0.612074,-0.0140037
-0.0156204,0.023483,0.0,0.634361,0.627321,-0.0146188
-0.0156204,0.0238025,0.0,0.634524,0.642568,-0.015234
-0.0156204,0.024122,0.0,0.634671,0.657821,-0.0158278
-0.0156204,0.0244415,0.0,0.634801,0.673082,-0.0163982
-0.0156204,0.024761,0.0,0.634931,0.688343,-0.0169686
-0.0156204,0.0250805,0.0,0.635178,0.702398,-0.017542
-0.0156204,0.0254,0.0,0.635429,0.716417,-0.0181155
-0.014998,0.0129396,0.0,0.634167,0.0165757,-1.21669e-05
-0.014998,0.0132591,0.0,0.633968,0.0383999,-6.4488e-05
-0.014998,0.0135786,0.0,0.633773,0.0600224,-0.000157621
-0.014998,0.0138981,0.0,0.633585,0.0814298,-0.000291837
-0.014998,0.0142176,0.0,0.633401,0.102639,-0.000464206
-0.014998,0.0145371,0.0,0.633223,0.123642,-0.000673348
-0.014998,0.0148566,0.0,0.633051,0.144449,-0.000915705
-0.014998,0.0151761,0.0,0.632884,0.165065,-0.00119287
-0.014998,0.0154956,0.0,0.632728,0.185399,-0.00151081
-0.014998,0.0158151,0.0,0.632576,0.205641,-0.00184156
-0.014998,0.0161346,0.0,0.632438,0.225522,-0.00222755
-0.014998,0.0164541,0.0,0.6323,0.245398,-0.00261162
-0.014998,0.0167736,0.0,0.632184,0.264804,-0.0030544
-0.014998,0.0170931,0.0,0.632068,0.284199,-0.00350095
-0.014998,0.0174126,0.0,0.631966,0.303343,-0.00396748
-0.014998,0.0177321,0.0,0.631881,0.322153,-0.00447458
-0.014998,0.0180516,0.0,0.631796,0.340962,-0.00498167
-0.014998,0.0183711,0.0,0.631725,0.359537,-0.00549991
-0.014998,0.0186906,0.0,0.631682,0.37765,-0.00606198
-0.014998,0.0190101,0.0,0.631639,0.395762,-0.00662404
-0.014998,0.0193296,0.0,0.631595,0.413875,-0.00718611
-0.014998,0.0196491,0.0,0.631584,0.431499,-0.00776434
-0.014998,0.0199686,0.0,0.631596,0.448789,-0.00836823
-0.014998,0.020288,0.0,0.631608,0.46608,-0.00897213
-0.014998,0.0206075,0.0,0.63162,0.483371,-0.00957604
-0.014998,0.020927,0.0,0.631635,0.500597,-0.0101714
-0.014998,0.0212465,0.0,0.631716,0.516934,-0.0107955
-0.014998,0.021566,0.0,0.631797,0.533272,-0.0114195
-0.014998,0.0218855,0.0,0.631878,0.549608,-0.0120436
-0.014998,0.022205,0.0,0.631959,0.565945,-0.0126676
-0.014998,0.0225245,0.0,0.632041,0.582282,-0.0132917
-0.014998,0.022844,0.0,0.632166,0.597974,-0.0138999
-0.014998,0.0231635,0.0,0.632328,0.613221,-0.014515
-0.014998,0.023483,0.0,0.63249,0.628468,-0.0151302
-0.014998,0.0238025,0.0,0.632653,0.643715,-0.0157453
-0.014998,0.024122,0.0,0.632815,0.658962,-0.0163604
-0.014998,0.0244415,0.0,0.632978,0.674209,-0.0169756
-0.014998,0.024761,0.0,0.633134,0.689459,-0.0175817
-0.014998,0.0250805,0.0,0.633381,0.703514,-0.0181551
-0.014998,0.0254,0.0,0.633632,0.717534,-0.0187287
-0.0143756,0.0129396,0.0,0.632301,0.0166465,-1.29728e-05
-0.0143756,0.0132591,0.0,0.632091,0.0385496,-6.81573e-05
-0.0143756,0.0135786,0.0,0.631886,0.0602541,-0.000166611
-0.0143756,0.0138981,0.0,0.63168,0.081776,-0.000312637
-0.0143756,0.0142176,0.0,0.631486,0.10306,-0.000495682
-0.0143756,0.0145371,0.0,0.631295,0.124148,-0.000720249
-0.0143756,0.0148566,0.0,0.631114,0.145014,-0.000975792
-0.0143756,0.0151761,0.0,0.630942,0.165668,-0.00126208
-0.0143756,0.0154956,0.0,0.63077,0.186111,-0.00161182
-0.0143756,0.0158151,0.0,0.630615,0.206375,-0.00194983
-0.0143756,0.0161346,0.0,0.630463,0.226352,-0.00237291
-0.0143756,0.0164541,0.0,0.630325,0.246234,-0.00275889
-0.0143756,0.0167736,0.0,0.630195,0.265755,-0.00325987
