y,Ux,Uy,p
0.0,0.0,0.0,-0.0681933
1.16106e-05,-0.000149676,7.40453e-08,-0.0681931
2.56565e-05,-0.000322906,3.13027e-07,-0.0681925
4.26602e-05,-0.000532028,8.41613e-07,-0.0681917
6.32576e-05,-0.000784485,1.83289e-06,-0.0681907
8.82233e-05,-0.00108922,3.54267e-06,-0.0681896
0.000118501,-0.00145692,6.35793e-06,-0.0681883
0.00015524,-0.00190034,1.08581e-05,-0.0681867
0.000199841,-0.00243461,1.7905e-05,-0.0681848
0.000254011,-0.00307754,2.87736e-05,-0.0681825
0.000319833,-0.00384995,4.53433e-05,-0.0681798
0.000399843,-0.00477587,7.03706e-05,-0.0681765
0.000497136,-0.00588259,0.000107877,-0.0681726
0.000615486,-0.00720043,0.000163695,-0.0681679
0.000759498,-0.00876189,0.000246216,-0.0681625
0.000934787,-0.0105999,0.000367399,-0.0681563
0.00114821,-0.0127444,0.000544066,-0.0681493
0.00140812,-0.0152165,0.000799473,-0.0681414
0.00172472,-0.0180175,0.00116495,-0.0681331
0.00211046,-0.0211112,0.00168113,-0.0681251
0.00258055,-0.0243925,0.00239736,-0.0681187
0.00315353,-0.0276343,0.00336659,-0.0681163
0.00385204,-0.0303963,0.00462962,-0.0681223
0.00470373,-0.0318677,0.00618039,-0.0681426
0.00574233,-0.0308795,0.00772503,-0.0681794
0.00657366,-0.0274194,0.00885152,-0.0682228
0.00729408,-0.0223891,0.00949193,-0.0682626
0.0079201,-0.0162957,0.00975659,-0.0682963
0.00846603,-0.00954098,0.00973275,-0.0683228
0.00894425,-0.00240806,0.00949913,-0.0683424
0.00936552,0.00490996,0.00912007,-0.068356
0.00973924,0.0122894,0.0086446,-0.0683646
0.0100736,0.0196615,0.00810789,-0.0683694
0.010376,0.0270017,0.00753347,-0.0683713
0.0106528,0.0342307,0.00694318,-0.0683709
0.0108964,0.0411978,0.00636071,-0.068369
0.0111152,0.0478531,0.00579833,-0.0683659
0.0113126,0.0542207,0.00525921,-0.0683621
0.0114918,0.060306,0.00474598,-0.0683579
0.0116552,0.0661216,0.00425933,-0.0683534
0.0118052,0.071685,0.0037987,-0.0683487
0.0119436,0.0770165,0.00336276,-0.068344
0.012072,0.0821383,0.00294974,-0.0683393
0.0121919,0.0870726,0.0025577,-0.0683346
0.0123044,0.0918417,0.00218463,-0.06833
0.0124107,0.0964666,0.00182859,-0.0683255
0.0125116,0.100967,0.00148773,-0.068321
0.0126078,0.105363,0.00116036,-0.0683167
0.0127,0.109619,0.000848594,-0.0683125
0.0127846,0.113835,0.00054488,-0.0683084
0.0128776,0.118371,0.000223868,-0.068304
0.0129804,0.123493,-0.000131452,-0.0682989
0.0130945,0.129311,-0.000525664,-0.0682932
0.0132214,0.135959,-0.000963898,-0.0682867
0.0133634,0.143604,-0.00145173,-0.0682793
0.0135229,0.152451,-0.00199503,-0.068271
0.0137028,0.162756,-0.00259955,-0.0682615
0.0139066,0.174838,-0.0032704,-0.0682508
0.0141385,0.189088,-0.00401103,-0.0682386
0.0144035,0.205987,-0.00482178,-0.068225
0.0147076,0.226112,-0.00569797,-0.0682096
0.0150582,0.250483,-0.00664049,-0.0681922
0.0154839,0.280295,-0.00763785,-0.0681721
0.0159788,0.316118,-0.00864665,-0.0681489
0.0165559,0.358326,-0.00962694,-0.0681208
0.0172308,0.407372,-0.0105661,-0.0680842
0.0180222,0.463472,-0.0114825,-0.0680327
0.0189526,0.526726,-0.0124201,-0.067957
0.0200493,0.597262,-0.0134171,-0.0678436
0.0213448,0.675159,-0.0144803,-0.067673
0.0228785,0.760077,-0.0155856,-0.067418
0.0246978,0.850727,-0.0166863,-0.0670418
0.0268599,0.944266,-0.0177115,-0.0664983
0.0294337,1.03574,-0.0185642,-0.0657354
0.0325023,1.11805,-0.0191342,-0.0647046
0.0361662,1.18323,-0.0193378,-0.0633758
0.0405466,1.22591,-0.0191965,-0.0617614
0.0457897,1.24706,-0.0188453,-0.0599141
0.0520723,1.25375,-0.0184302,-0.0579821
0.058149,1.25423,-0.0180458,-0.056213
0.0642652,1.25314,-0.0176772,-0.0546091
0.070424,1.25084,-0.0173122,-0.0531466
0.0766284,1.24445,-0.0168841,-0.0517912
0.0829487,1.22491,-0.0162152,-0.0505863
0.0883767,1.18046,-0.0151343,-0.0496372
0.0927677,1.10571,-0.0135658,-0.0489592
0.0964184,1.00508,-0.0116803,-0.0485171
0.0994537,0.889836,-0.00971879,-0.0482349
0.101977,0.771606,-0.00784537,-0.0480685
0.104075,0.658698,-0.00617342,-0.0479735
0.10582,0.555868,-0.00474619,-0.0479228
0.10727,0.4652,-0.00357535,-0.0478973
0.108476,0.387038,-0.00264535,-0.0478859
0.109478,0.320693,-0.0019273,-0.0478821
0.110312,0.264962,-0.00138568,-0.0478822
0.111005,0.218455,-0.000984911,-0.0478841
