y,Ux,Uy,p
0.0,0.0,0.0,-0.00183212
3.77342e-05,0.00159439,-3.82143e-08,-0.0018295
7.90381e-05,0.0033027,-1.40948e-07,-0.00182963
0.000124259,0.0051728,-3.34745e-07,-0.00182977
0.000173777,0.0072204,-6.46535e-07,-0.00182993
0.000228014,0.00946282,-1.10631e-06,-0.00183009
0.000287432,0.0119191,-1.75134e-06,-0.00183027
0.00035254,0.0146102,-2.62761e-06,-0.00183045
0.000423899,0.0175592,-3.7913e-06,-0.00183065
0.000502127,0.0207916,-5.31087e-06,-0.00183087
0.000587904,0.0243354,-7.26961e-06,-0.0018311
0.000681983,0.0282214,-9.76879e-06,-0.00183135
0.000785192,0.0324838,-1.29314e-05,-0.00183161
0.000898443,0.03716,-1.69067e-05,-0.0018319
0.00102275,0.0422916,-2.18754e-05,-0.00183221
0.00115921,0.0479243,-2.80563e-05,-0.00183254
0.00130907,0.0541086,-3.5714e-05,-0.0018329
0.00147368,0.0609005,-4.51676e-05,-0.00183328
0.00165454,0.0683617,-5.68019e-05,-0.00183371
0.00185331,0.0765607,-7.10794e-05,-0.00183417
0.00207182,0.0855734,-8.85551e-05,-0.00183466
0.0023121,0.0954839,-0.000109893,-0.00183521
0.00257638,0.106386,-0.000135886,-0.0018358
0.00286715,0.118384,-0.00016747,-0.00183646
0.00318716,0.131594,-0.000205753,-0.00183719
0.00353944,0.146147,-0.000252028,-0.00183802
0.00392737,0.16219,-0.000307789,-0.00183895
0.00435467,0.179889,-0.000374742,-0.00184004
0.00482548,0.199433,-0.000454785,-0.00184131
0.00534439,0.221039,-0.000549979,-0.00184284
0.00591647,0.244952,-0.000662457,-0.00184471
0.00654738,0.271457,-0.000794282,-0.00184706
0.00724336,0.300885,-0.000947181,-0.00185007
0.00801137,0.333611,-0.00112211,-0.00185401
0.00885912,0.369315,-0.00131472,-0.00185902
0.00972564,0.407106,-0.00151609,-0.00186533
0.0106366,0.446929,-0.00172066,-0.00187339
0.0115958,0.489158,-0.00192448,-0.00188368
0.0126074,0.533869,-0.00212175,-0.00189678
0.0136761,0.581054,-0.00230614,-0.00191337
0.0148067,0.630584,-0.00247129,-0.00193428
0.0160047,0.682183,-0.00261146,-0.00196044
0.0172758,0.735404,-0.00272206,-0.00199295
0.0186264,0.78962,-0.00280019,-0.002033
0.0200635,0.844033,-0.00284486,-0.00208192
0.0215945,0.897707,-0.00285713,-0.00214109
0.0232276,0.949609,-0.0028397,-0.00221193
0.0249717,0.998671,-0.00279529,-0.00229569
0.0268363,1.04266,-0.00272843,-0.00239052
0.0286086,1.07959,-0.00264931,-0.00249199
0.0303941,1.11001,-0.00256712,-0.00259907
0.0321937,1.13496,-0.00248657,-0.00271224
0.0340082,1.15499,-0.00241104,-0.00283067
0.0358384,1.17072,-0.00234354,-0.00295354
0.0376853,1.1828,-0.00228576,-0.00308007
0.03955,1.19187,-0.00223797,-0.00320953
0.0414333,1.19853,-0.00219908,-0.00334129
0.0433366,1.20331,-0.0021671,-0.00347483
0.0452608,1.20666,-0.00213956,-0.00360977
0.0472074,1.20895,-0.00211389,-0.00374583
0.0491776,1.21045,-0.00208788,-0.0038828
0.0511729,1.21141,-0.00206053,-0.00402203
0.0532675,1.21196,-0.00203064,-0.00416506
0.0554035,1.2122,-0.00199791,-0.00431086
0.057584,1.21221,-0.00196217,-0.0044584
0.0598125,1.21197,-0.00192275,-0.00460773
0.0620925,1.21141,-0.00187748,-0.00475865
0.0644279,1.21035,-0.00182084,-0.00491055
0.0668231,1.20854,-0.00175041,-0.00505816
0.0689555,1.20578,-0.0016692,-0.00519514
0.0710128,1.2018,-0.00157445,-0.00532279
0.0730172,1.19621,-0.00146256,-0.00544503
0.0749895,1.18858,-0.00133123,-0.00556315
0.0769488,1.17836,-0.00117837,-0.00567823
0.0789134,1.16484,-0.00100174,-0.0057911
0.0809006,1.14712,-0.000799192,-0.00590231
0.082927,1.12405,-0.000568924,-0.0060121
0.0850088,1.09413,-0.000309913,-0.00612024
0.0871617,1.05545,-2.27374e-05,-0.00622594
0.0894015,1.00568,0.000288824,-0.00632768
0.0917437,0.942061,0.000615111,-0.00642317
0.0942041,0.861663,0.000938561,-0.00650909
0.0967987,0.762041,0.00123281,-0.00658109
0.0995438,0.642625,0.00144283,-0.00663573
0.102456,0.520013,0.00144491,-0.00667101
0.104436,0.419781,0.00126034,-0.00668929
0.106084,0.343283,0.00103473,-0.00669707
0.107455,0.28137,0.000819479,-0.00670075
0.108597,0.231238,0.00063107,-0.00670237
0.109548,0.190509,0.000475543,-0.0067029
0.110341,0.157279,0.000352331,-0.00670287
0.111001,0.130057,0.000257574,-0.00670257
0.111552,0.107674,0.000186278,-0.00670215
0.112012,0.0892138,0.000133513,-0.00670172
0.112396,0.0739486,9.49598e-05,-0.0067013
0.112716,0.0612979,6.70745e-05,-0.00670095
0.112984,0.0507942,4.70707e-05,-0.00670066
0.113208,0.0420587,3.28196e-05,-0.00670044
0.113395,0.0347833,2.27277e-05,-0.0067003
0.113552,0.028716,1.56207e-05,-0.00670022
