x,y,Ux,Uy,p
100975.0,100975.0,100975.0,100975.0,100975.0
-0.4795426912141619,0.06169819982985888,0.962987327947693,-0.0021903955654243358,0.04545194552320473
0.6678848945274046,0.0307157610850038,0.32103985698466114,0.008362841252168258,0.09003324360234237
-1.651,0.0,-0.0508477,-0.033855,-0.0721098
-1.06003,0.0354904,0.9220729999999999,-0.003674905,-0.0161076
-0.46906,0.0621082,1.08622,-0.000485046,-0.00056548
0.112747,0.0882041,1.18441,0.001698635,0.09430854999999999
0.635,0.1143,1.25467,0.0262804,0.241703
