x,y,Ux,Uy,p
100975.0,100975.0,100975.0,100975.0,100975.0
-0.4795426912141619,0.06169819982985888,0.9616001444981377,-0.0020835847608609514,2.338531108793959
0.6678848945274046,0.0307157610850038,0.4098644902887777,0.014524004508069253,1.587362897990609
-1.651,0.0,-0.00694062,-0.102482,-0.0054247
-1.06003,0.0354904,0.6880675,-0.0004588595,0.9035105
-0.46906,0.0621082,1.04473,-1.94275e-07,2.18467
0.112747,0.0882041,1.305015,0.0003066085,3.69696
0.635,0.1143,1.49276,0.0536998,5.1175
