y,p,U_0,U_1,U_2
0.0116114,101.741,13.2445,-0.589987,6.58867e-20
0.0121557,101.676,14.049,-0.63026,-1.15466e-20
0.0127,101.61,14.849,-0.669429,-1.22554e-19
0.0131908,101.543,15.6336,-0.706949,-3.46844e-22
0.0137109,101.469,16.4451,-0.744803,5.77572e-20
0.0142618,101.386,17.3184,-0.784432,8.61393e-20
0.0148456,101.292,18.258,-0.825765,-8.87814e-20
0.015464,101.186,19.2679,-0.868703,-1.47532e-19
0.0161192,101.065,20.3525,-0.913123,3.33816e-20
0.0168134,100.928,21.5157,-0.958866,-6.05514e-20
0.0175488,100.771,22.7611,-1.00574,-6.63643e-20
0.018328,100.592,24.0917,-1.05351,1.21493e-19
0.0191535,100.386,25.5095,-1.10191,1.21373e-19
0.0200281,100.15,27.0158,-1.15065,2.28341e-19
0.0209547,99.8802,28.6101,-1.19942,7.48383e-21
0.0219364,99.5568,30.3585,-1.2498,-1.2932e-19
0.0231369,99.1553,32.3353,-1.30313,9.092e-20
0.0244285,98.6726,34.4835,-1.35708,-1.79322e-19
0.0258182,98.1078,36.7348,-1.40952,-9.32349e-20
0.0273134,97.4491,39.0738,-1.45997,1.62869e-19
0.028922,96.6837,41.4808,-1.50797,-4.81761e-20
0.0306527,95.7988,43.9326,-1.55307,-1.3605e-19
0.0325148,94.7821,46.4025,-1.59477,1.42819e-19
0.0345183,93.6205,48.8609,-1.63248,1.04829e-19
0.0366737,92.3014,51.2744,-1.66547,-1.6383e-19
0.0389928,90.8146,53.6057,-1.69286,-1.50081e-19
0.0414879,89.1523,55.8117,-1.71355,-1.29917e-21
0.0441724,87.3107,57.8424,-1.72627,1.21374e-19
0.0470606,85.2885,59.6394,-1.72962,3.16819e-20
0.050168,83.0944,61.1349,-1.72193,-2.99169e-20
0.0535113,80.7354,62.2498,-1.70159,-1.34588e-20
0.0571083,78.2407,62.8914,-1.66619,-2.63499e-21
0.0609783,75.6404,62.9484,-1.61336,1.82764e-20
0.0651421,72.9713,62.2967,-1.54169,-1.52841e-20
0.0696219,70.321,60.7594,-1.44386,2.24157e-20
0.0744416,67.747,58.0793,-1.31487,1.39171e-20
0.0796273,65.3968,53.9329,-1.14612,-1.33983e-20
0.0852064,63.4177,47.9362,-0.933265,4.1683e-22
0.0912091,61.9315,40.5637,-0.701961,-4.60763e-21
0.0952065,61.0631,33.8777,-0.510267,4.93873e-21
0.0985148,60.5815,28.2028,-0.365671,2.65332e-20
0.101253,60.2971,23.2992,-0.257142,1.02588e-20
0.103519,60.1145,19.1653,-0.178051,6.96603e-21
0.105394,59.9972,15.731,-0.122259,-1.71343e-20
0.106946,59.9158,12.9007,-0.0834342,-4.16791e-20
0.10823,59.8571,10.5771,-0.0567315,1.06985e-21
0.109293,59.813,8.67201,-0.0384761,1.8648e-20
0.110173,59.7787,7.11018,-0.0260433,4.54527e-34
0.110901,59.7516,5.82893,-0.0175961,0
0.111503,59.7298,4.77689,-0.0118664,-3.71873e-21
0.112002,59.7123,3.91219,-0.00798527,-5.63965e-21
0.112415,59.6979,3.20078,-0.00535946,4.04136e-21
0.112756,59.6863,2.61495,-0.00358528,4.74295e-21
0.113039,59.6767,2.13217,-0.00238835,-1.21917e-21
0.113273,59.6688,1.73404,-0.00158245,-1.13054e-21
0.113467,59.6623,1.40552,-0.00104129,-1.83609e-22
0.113627,59.6569,1.13431,-0.000679165,9.46848e-22
0.113759,59.6525,0.910312,-0.000437984,-7.6595e-23
0.113869,59.6488,0.725251,-0.000278336,1.96527e-22
0.11396,59.6458,0.572311,-0.000173512,9.93525e-23
0.114035,59.6432,0.445886,-0.000105425,-1.73764e-22
0.114097,59.6412,0.341358,-6.18446e-05,1.8173e-23
0.114149,59.6394,0.25492,-3.45151e-05,-2.15977e-23
0.114191,59.638,0.18343,-1.78775e-05,-1.30703e-23
0.114227,59.6368,0.124297,-8.21113e-06,1.04851e-23
0.114256,59.6358,0.0753808,-3.04954e-06,-7.0648e-24
0.11428,59.635,0.034912,-7.18808e-07,9.15028e-24
0.1143,59.6346,0,0,0
