y,p,U_0,U_1,U_2
0.0253917,48.9328,34.1274,-1.88545,4.55061e-20
0.0269906,48.5698,36.9189,-1.94004,-6.83702e-20
0.0287908,48.1726,39.8911,-1.99153,7.60807e-20
0.0308242,47.7481,43.0227,-2.03906,4.80473e-20
0.033129,47.3078,46.2822,-2.08135,-7.75992e-20
0.0357502,46.8722,49.6218,-2.11625,3.77827e-20
0.0387416,46.4632,52.9681,-2.14084,-2.34416e-20
0.042167,46.1308,56.2094,-2.15072,-7.93379e-21
0.0461029,45.8921,59.1805,-2.14161,4.26959e-20
0.0506405,45.8411,61.646,-2.10587,1.96421e-21
0.0558892,45.9798,63.2545,-2.03844,-1.57443e-20
0.061146,46.2253,63.7316,-1.94726,-7.86467e-21
0.0665609,46.5855,63.0035,-1.82854,3.93336e-21
0.0721458,46.9237,60.921,-1.67709,-3.99732e-21
0.0779136,47.2731,57.2385,-1.4837,-3.8938e-21
0.0839163,47.4565,51.7509,-1.24761,-8.65001e-22
0.0895906,47.5356,45.104,-1.00114,1.07204e-20
0.0938129,47.5878,38.6413,-0.77903,4.50768e-21
0.0973169,47.5196,32.745,-0.592209,-2.5182e-20
0.100225,47.4591,27.4606,-0.44094,3.68895e-21
0.102638,47.3788,22.8669,-0.321666,3.94286e-20
0.10464,47.3057,18.9555,-0.231364,-9.23992e-21
0.106302,47.2363,15.6694,-0.16444,-2.69999e-20
0.107682,47.1739,12.9314,-0.115833,6.93628e-21
0.108826,47.1184,10.6608,-0.0810047,-7.63877e-23
0.109776,47.0698,8.7824,-0.0563098,-6.04714e-23
0.110564,47.0275,7.23021,-0.0389393,-1.50402e-21
0.111219,46.9911,5.9479,-0.0267977,-4.1855e-22
0.111762,46.96,4.88838,-0.0183555,4.63994e-21
0.112212,46.9335,4.01259,-0.0125121,0
0.112586,46.9111,3.28835,-0.0084845,0
0.112897,46.8921,2.68913,-0.0057197,-1.32985e-21
0.113154,46.8762,2.19313,-0.00382972,-2.05273e-22
0.113368,46.8628,1.78241,-0.00254359,8.09131e-22
0.113545,46.8516,1.44217,-0.00167284,-3.15214e-22
0.113693,46.8422,1.16024,-0.00108684,2.20486e-22
0.113815,46.8343,0.926559,-0.000695313,2.20434e-22
0.113916,46.8278,0.732827,-0.000436083,-1.14751e-22
0.114,46.8223,0.572184,-0.000266425,-1.93193e-23
0.11407,46.8178,0.438957,-0.00015708,8.2196e-23
0.114128,46.814,0.328451,-8.80728e-05,3.06473e-23
0.114177,46.8109,0.236782,-4.58148e-05,2.91357e-24
0.114216,46.8082,0.160731,-2.11273e-05,-2.58573e-23
0.11425,46.806,0.0976321,-7.87407e-06,1.51217e-23
0.114277,46.8042,0.0452755,-1.85658e-06,-1.78756e-24
0.1143,46.8035,0,0,0
