y,p,U_0,U_1,U_2
0.0122849,83.6267,12.1695,-0.797702,-9.24212e-21
0.0127,83.5714,12.7938,-0.833708,1.07066e-21
0.0130748,83.5159,13.4065,-0.86814,-6.75281e-21
0.0134728,83.457,14.0423,-0.90293,-2.8681e-20
0.0138957,83.3916,14.7291,-0.939477,-1.11224e-20
0.0143452,83.3188,15.4713,-0.977791,5.4227e-20
0.0148233,83.2374,16.2733,-1.01787,1.90912e-20
0.0153318,83.1463,17.1399,-1.05968,6.61815e-21
0.0158732,83.0437,18.0761,-1.10317,-8.46101e-22
0.0164499,82.9281,19.087,-1.14828,-3.28919e-20
0.0170647,82.7974,20.178,-1.19489,2.20647e-20
0.0177206,82.6493,21.3543,-1.24287,1.37107e-19
0.018421,82.4811,22.6212,-1.29205,6.78413e-20
0.0191698,82.2896,23.9835,-1.34221,-1.18093e-19
0.0199712,82.0623,25.5004,-1.39497,-9.35901e-20
0.0209503,81.7829,27.2401,-1.45178,-1.12063e-19
0.0220143,81.449,29.1678,-1.51048,-8.86391e-20
0.0231718,81.0595,31.2383,-1.56896,7.85429e-20
0.0244326,80.6056,33.4484,-1.62667,7.76739e-20
0.0258078,80.0777,35.791,-1.68303,3.61689e-22
0.0273099,79.4652,38.2546,-1.7375,3.28748e-22
0.0289533,78.7573,40.8232,-1.78951,-1.0048e-19
0.0307544,77.9421,43.4764,-1.83846,7.58132e-20
0.0327322,77.0078,46.1885,-1.8836,2.34567e-20
0.0349085,75.9428,48.9281,-1.92391,-1.35998e-19
0.0373085,74.736,51.6551,-1.95803,6.02758e-20
0.0399613,73.3795,54.3171,-1.9841,4.39163e-20
0.0429011,71.8649,56.845,-1.99987,-4.4028e-22
0.0461675,70.1988,59.1468,-2.00234,-2.63835e-20
0.0498071,68.3733,61.1013,-1.98849,2.62139e-20
0.0538744,66.4291,62.5497,-1.9534,2.70415e-20
0.0584337,64.414,63.2819,-1.89324,-1.41632e-20
0.0631441,62.4205,63.1281,-1.81063,4.95677e-22
0.0680914,60.5565,61.9544,-1.69933,-1.16264e-20
0.0732937,58.7832,59.5448,-1.55426,-5.17166e-21
0.0787704,57.2215,55.6071,-1.3659,-2.48712e-21
0.0845614,55.8191,49.8462,-1.13253,4.24951e-21
0.0903998,54.7954,42.8194,-0.884601,2.09137e-20
0.0945097,54.2488,36.2163,-0.668462,-9.49671e-21
0.0979158,53.8681,30.4004,-0.494671,-1.23299e-20
0.100739,53.6397,25.2832,-0.358933,4.83837e-21
0.103078,53.4746,20.9063,-0.255637,1.8271e-21
0.105017,53.3606,17.2297,-0.180005,3.57675e-21
0.106624,53.2742,14.1747,-0.12558,-4.96848e-21
0.107956,53.2071,11.6514,-0.0870493,1.76732e-21
0.10906,53.1533,9.57333,-0.0600397,-1.02709e-20
0.109974,53.1093,7.86388,-0.0412424,-1.62468e-20
0.110733,53.073,6.45773,-0.0282285,-4.88069e-22
0.111361,53.0428,5.30051,-0.0192546,7.5182e-21
0.111882,53.0177,4.34748,-0.0130868,3.03013e-21
0.112314,52.9968,3.56198,-0.00886023,1.38378e-21
0.112671,52.9793,2.91406,-0.00597218,-2.21535e-21
0.112968,52.9647,2.37924,-0.00400463,1.51499e-22
0.113214,52.9526,1.93749,-0.0026686,-8.87515e-23
0.113417,52.9425,1.57242,-0.0017648,-1.14971e-21
0.113586,52.9341,1.27057,-0.00115615,-2.69277e-22
0.113726,52.9272,1.02089,-0.000748484,2.48233e-22
0.113842,52.9214,0.814301,-0.000477298,1.78201e-22
0.113938,52.9166,0.643307,-0.000298459,-6.13175e-23
0.114018,52.9126,0.501745,-0.000181843,1.25212e-22
0.114084,52.9092,0.384525,-0.000106939,1.09258e-22
0.114139,52.9065,0.287444,-5.98175e-05,-5.99885e-23
0.114184,52.9042,0.207031,-3.10481e-05,-2.12127e-23
0.114222,52.9023,0.140416,-1.42883e-05,-3.87819e-23
0.114253,52.9007,0.0852259,-5.31517e-06,4.16104e-24
0.114279,52.8994,0.0394978,-1.25071e-06,1.78669e-24
0.1143,52.8989,0,0,0
