y,p,U_0,U_1,U_2
0.00566203,108.162,8.79177,-0.0605867,4.57057e-19
0.00633681,108.136,9.77816,-0.0741601,7.16722e-19
0.00699184,108.109,10.7786,-0.0890714,-5.46092e-19
0.00765973,108.081,11.7845,-0.105123,-8.18789e-19
0.00834156,108.052,12.81,-0.122466,1.63045e-19
0.00903857,108.02,13.8575,-0.141079,7.72935e-20
0.00975207,107.985,14.9298,-0.160936,-8.65202e-19
0.0104835,107.946,16.0296,-0.182,3.28188e-19
0.0112344,107.903,17.16,-0.204223,7.28371e-19
0.0120064,107.855,18.3243,-0.227545,7.60838e-19
0.0128014,107.8,19.5258,-0.251892,-8.88193e-19
0.0136215,107.737,20.7683,-0.277173,-1.28648e-18
0.0144687,107.666,22.0552,-0.30328,-9.17725e-21
0.0153454,107.584,23.3904,-0.330082,2.23995e-18
0.0162542,107.489,24.7773,-0.357434,9.15913e-19
0.0171979,107.382,26.1944,-0.384696,-1.69048e-18
0.0181141,107.263,27.6127,-0.411151,1.87246e-18
0.0190542,107.13,29.0466,-0.436921,-4.20314e-19
0.0200197,106.98,30.5148,-0.462195,-1.90805e-18
0.0210121,106.811,32.0163,-0.486811,3.95933e-19
0.022033,106.621,33.5492,-0.510607,0
0.0230841,106.408,35.1108,-0.533438,0
0.0241671,106.17,36.6979,-0.555174,6.02833e-18
0.0252841,105.903,38.3061,-0.575706,1.16816e-18
0.026437,105.606,39.9303,-0.594945,-6.12207e-18
0.0276279,105.275,41.5647,-0.612826,-4.07743e-18
0.0288591,104.909,43.2026,-0.629302,-1.38165e-20
0.030133,104.502,44.8368,-0.644372,7.46046e-19
0.0314522,104.042,46.4981,-0.65838,-1.21022e-18
0.032951,103.507,48.2177,-0.671435,8.32434e-18
0.0345247,102.9,49.9492,-0.683089,-1.22022e-20
0.0361788,102.223,51.6455,-0.693018,-7.44267e-18
0.0379195,101.471,53.2913,-0.701149,6.90355e-18
0.0397534,100.637,54.8693,-0.707367,1.28429e-18
0.0416876,99.7167,56.3606,-0.711496,-9.2381e-18
0.0437296,98.719,57.7276,-0.713248,-1.63865e-20
0.0457794,97.6613,58.9322,-0.712495,3.71647e-18
0.0479062,96.539,59.9687,-0.709179,-2.71859e-18
0.0501253,95.3422,60.8312,-0.703119,-3.75395e-18
0.0524518,94.0683,61.4992,-0.693977,7.15862e-18
0.0549009,92.7165,61.9447,-0.681347,3.76298e-18
0.0574885,91.2887,62.1319,-0.664717,-2.82257e-18
0.0602305,89.7902,62.0149,-0.643443,-1.14453e-18
0.0631437,88.2312,61.5359,-0.616695,-1.71296e-18
0.0662453,86.6279,60.6211,-0.583407,1.16048e-18
0.0695537,85.0042,59.1762,-0.542251,1.10084e-18
0.0730878,83.3937,57.0817,-0.491706,7.39225e-21
0.0768677,81.8406,54.1907,-0.43035,3.65422e-19
0.0809148,80.3998,50.3341,-0.357381,-1.56546e-18
0.0852516,79.1363,45.3366,-0.273168,-6.44528e-19
0.0899023,78.1182,39.0579,-0.18037,1.52435e-18
0.0948924,77.4193,32.2335,-0.0994045,5.68159e-22
0.0982288,77.0454,26.4522,-0.050568,-6.73259e-21
0.100993,76.8611,21.8622,-0.0243518,-1.91577e-18
0.103283,76.7593,18.0365,-0.00971898,-6.04047e-20
0.105181,76.7021,14.8717,-0.00223364,-2.38397e-19
0.106754,76.6696,12.2617,0.00117358,5.65834e-19
0.108057,76.6513,10.1109,0.00241633,1.30113e-18
0.109137,76.641,8.33813,0.00260035,-2.86212e-19
0.110032,76.6354,6.8759,0.00232733,-9.26051e-20
0.110775,76.6326,5.6689,0.0019054,-2.30278e-19
0.11139,76.6314,4.67182,0.0014798,-3.98692e-20
0.1119,76.6312,3.84759,0.00110971,-5.50448e-20
0.112323,76.6316,3.16581,0.000811449,5.50939e-20
0.112674,76.6322,2.60155,0.000581951,2.31643e-20
0.112965,76.6329,2.13434,0.000410778,1.43603e-20
0.113207,76.6337,1.7473,0.000285956,-1.16856e-20
0.113407,76.6344,1.42656,0.000196505,-9.50388e-21
0.113573,76.6351,1.16066,0.000133308,-1.12488e-21
0.113711,76.6357,0.940156,8.92098e-05,5.49499e-21
0.113826,76.6362,0.75723,5.87926e-05,6.86408e-22
0.113921,76.6367,0.605434,3.80531e-05,1.15958e-22
0.114,76.6371,0.479434,2.4087e-05,-5.70458e-22
0.114065,76.6374,0.374815,1.48157e-05,3.45668e-22
0.11412,76.6377,0.287923,8.7682e-06,2.02101e-22
0.114165,76.6379,0.215734,4.9129e-06,-4.70817e-22
0.114203,76.6381,0.155741,2.53134e-06,-1.54265e-22
0.114234,76.6382,0.105868,1.12883e-06,1.72987e-22
0.11426,76.6384,0.0643961,3.75618e-07,1.51892e-23
0.114282,76.6385,0.0298981,5.60608e-08,6.49841e-24
0.1143,76.6377,0,0,0
