y,p,U_0,U_1,U_2
0,2.73622,0,0,0
1.16038e-05,2.73504,-0.00761637,-1.37412e-06,-3.76888e-28
2.5503e-05,2.73229,-0.0163456,-5.96856e-06,-8.85514e-28
4.21714e-05,2.72891,-0.0267615,-1.60844e-05,-9.26703e-26
6.21837e-05,2.72494,-0.0391909,-3.48351e-05,1.87333e-26
8.6237e-05,2.7202,-0.05402,-6.67935e-05,1.11404e-25
0.000115177,2.71452,-0.0717022,-0.00011883,0
0.000150032,2.70768,-0.0927658,-0.000201159,1.16378e-24
0.000192049,2.69947,-0.11782,-0.000328884,-2.38337e-25
0.000242745,2.6896,-0.147557,-0.000524287,-1.25825e-23
0.000303965,2.67773,-0.182749,-0.000820194,2.30629e-24
0.00037795,2.66346,-0.224231,-0.00126488,1.34868e-23
0.00046743,2.64631,-0.272867,-0.00192925,-1.16925e-23
0.000575724,2.62572,-0.329486,-0.00291728,3.89128e-23
0.000706877,2.60101,-0.394766,-0.00438124,2.04194e-23
0.00086581,2.57139,-0.469051,-0.00654373,-2.29232e-22
0.00105852,2.53594,-0.552044,-0.00972966,1.89876e-23
0.00129231,2.4936,-0.642338,-0.0144121,-3.30549e-23
0.00157607,2.44311,-0.73667,-0.0212784,3.03023e-22
0.00192067,2.38306,-0.828801,-0.0313239,-4.02002e-22
0.00233931,2.31178,-0.907798,-0.0459848,-1.01558e-21
0.00284812,2.22718,-0.955474,-0.0673282,-2.6671e-23
0.00346676,2.12659,-0.942572,-0.0983232,8.7487e-22
0.00421919,2.00873,-0.823156,-0.143176,9.35384e-22
0.00513467,1.89243,-0.563723,-0.200604,1.56163e-21
0.00587565,1.79711,-0.209462,-0.260213,-1.19636e-21
0.00652515,1.71897,0.181577,-0.316197,-5.05954e-21
0.00709776,1.65337,0.592203,-0.369054,1.96936e-21
0.00760626,1.59867,1.00782,-0.418561,1.37902e-21
0.00806181,1.55298,1.4203,-0.464814,-2.94983e-21
0.00847431,1.51457,1.82602,-0.508121,1.06884e-21
0.00885252,1.48206,2.22455,-0.548922,1.06187e-22
0.00920431,1.45436,2.61769,-0.587726,-9.10714e-22
0.00953684,1.43052,3.00889,-0.625086,2.47571e-22
0.00985666,1.40978,3.39447,-0.660815,2.70364e-21
0.0101432,1.39232,3.7638,-0.694112,2.05406e-22
0.0104085,1.37806,4.11522,-0.725017,-1.2995e-21
0.0106555,1.36625,4.45264,-0.754017,6.64095e-22
