0.0127 	0.723638 	0 	0 	0
0.0127265 	0.723636 	0.00172863 	-3.56322e-08 	0
0.0127586 	0.723632 	0.00373232 	-1.51535e-07 	0
0.0127974 	0.723627 	0.00615429 	-4.08103e-07 	0
0.0128443 	0.723621 	0.00908135 	-8.88676e-07 	0
0.0129011 	0.723614 	0.0126181 	-1.71585e-06 	0
0.0129698 	0.723605 	0.0168906 	-3.07404e-06 	0
0.0130528 	0.723595 	0.0220501 	-5.23763e-06 	0
0.0131533 	0.723582 	0.0282786 	-8.61186e-06 	0
0.0132749 	0.723567 	0.0357942 	-1.37925e-05 	0
0.013422 	0.723549 	0.044858 	-2.16516e-05 	0
0.0136 	0.723527 	0.0557815 	-3.34605e-05 	0
0.0138152 	0.723501 	0.0689358 	-5.10644e-05 	0
0.0140756 	0.72347 	0.0847608 	-7.71273e-05 	0
0.0143906 	0.723434 	0.103776 	-0.000115475 	0
0.0147717 	0.723392 	0.12659 	-0.000171565 	0
0.0152327 	0.723342 	0.153913 	-0.000253117 	0
0.0157904 	0.723286 	0.186562 	-0.000370944 	0
0.0164651 	0.723223 	0.225468 	-0.000539998 	0
0.0172812 	0.723153 	0.271671 	-0.000780608 	0
0.0182685 	0.723081 	0.326308 	-0.00111981 	0
0.0194629 	0.723012 	0.390573 	-0.0015925 	0
0.0209078 	0.722959 	0.465661 	-0.00224184 	0
0.0226557 	0.722942 	0.552652 	-0.00311797 	0
0.0247702 	0.723 	0.65234 	-0.00427346 	0
0.0273281 	0.723201 	0.764959 	-0.00575337 	0
0.0304226 	0.72365 	0.889767 	-0.00757864 	0
0.034166 	0.724514 	1.0244 	-0.00972124 	0
0.0386945 	0.726032 	1.16389 	-0.0120712 	0
0.0441728 	0.728498 	1.29914 	-0.0143964 	0
0.0508 	0.731985 	1.41026 	-0.0162604 	0
0.05715 	0.735926 	1.47504 	-0.0172188 	0
0.0635 	0.739909 	1.49227 	-0.0172463 	0
0.06985 	0.743661 	1.46303 	-0.0164107 	0
0.0762 	0.746936 	1.38732 	-0.0147865 	0
0.0826262 	0.749473 	1.2696 	-0.0125623 	0
0.0879721 	0.751091 	1.13222 	-0.0102121 	0
0.0924193 	0.752017 	0.993291 	-0.0080515 	0
0.0961189 	0.752511 	0.860924 	-0.0061923 	0
0.0991966 	0.752749 	0.739389 	-0.00466603 	0
0.101757 	0.75284 	0.630534 	-0.0034569 	0
