y,p,U_0,U_1,U_2
0,59.9261,0,0,0
3.77342e-05,60.0165,0.0715664,-1.89983e-06,1.16145e-21
7.90381e-05,60.0153,0.148212,-3.59885e-06,5.54963e-22
0.000124259,60.0138,0.232075,-5.45699e-06,2.00052e-23
0.000173777,60.0121,0.32385,-8.20012e-06,2.19815e-21
0.000228014,60.0104,0.424298,-1.22149e-05,-1.76814e-21
0.000287432,60.0086,0.534256,-1.7779e-05,-7.09049e-21
0.00035254,60.0068,0.654642,-2.5243e-05,2.64037e-21
0.000423899,60.0049,0.786465,-3.50607e-05,6.67451e-21
0.000502127,60.003,0.93083,-4.77909e-05,2.74074e-22
0.000587904,60.0011,1.08895,-6.41117e-05,-1.42209e-20
0.000681983,59.9991,1.26217,-8.48476e-05,2.5369e-21
0.000785192,59.997,1.45194,-0.000111,2.46756e-20
0.000898443,59.9949,1.65988,-0.000143788,-1.23752e-20
0.00102275,59.9927,1.88774,-0.000184687,-1.38733e-20
0.00115921,59.9904,2.13746,-0.000235494,1.68314e-20
0.00130907,59.9881,2.41116,-0.000298384,-2.80997e-20
0.00147368,59.9856,2.71116,-0.000375995,3.05863e-20
0.00165454,59.9832,3.04002,-0.000471526,5.34273e-20
0.00185331,59.9806,3.40051,-0.000588852,1.60695e-21
0.00207182,59.9779,3.79569,-0.000732662,-1.77976e-21
0.0023121,59.9752,4.22889,-0.000908634,-5.52789e-20
0.00257638,59.9723,4.70376,-0.00112363,-7.59803e-20
0.00286715,59.9693,5.22426,-0.00138595,3.88065e-21
0.00318716,59.9663,5.79473,-0.0017056,-7.50365e-20
0.00353944,59.963,6.41987,-0.00209466,1.2744e-19
0.00392737,59.9597,7.10481,-0.00256763,1.19319e-19
0.00435467,59.9561,7.85509,-0.0031419,-3.50075e-19
0.00482548,59.9524,8.67672,-0.00383821,-2.00567e-19
0.00534439,59.9485,9.57618,-0.00468162,7.6108e-19
0.00591647,59.9442,10.5604,-0.0057035,1.96589e-19
0.00654738,59.9397,11.637,-0.00694131,-5.41959e-19
0.00724336,59.9355,12.8138,-0.00841975,2.92059e-19
0.00801137,59.9328,14.0995,-0.0101039,6.84961e-19
0.00885912,59.9314,15.4746,-0.0120264,7.00382e-19
0.00972564,59.9312,16.9,-0.01431,-1.39087e-18
0.0106366,59.9313,18.3711,-0.0169252,-1.87471e-18
0.0115958,59.9307,19.9006,-0.0198002,5.95658e-19
0.0126074,59.9286,21.4923,-0.0229521,-1.18881e-19
0.0136761,59.9252,23.1499,-0.0263871,-2.97991e-19
0.0148067,59.92,24.8772,-0.0300884,3.00954e-18
0.0160047,59.9127,26.678,-0.0340192,1.90995e-18
0.0172758,59.9027,28.5554,-0.0381193,2.51094e-20
0.0186264,59.8894,30.5125,-0.0422974,-1.57596e-18
0.0200635,59.8722,32.551,-0.0464205,-3.64257e-18
0.0215945,59.8501,34.6716,-0.0503113,-5.08982e-18
0.0232276,59.821,36.8725,-0.053803,3.25091e-18
0.0249717,59.7825,39.1492,-0.0568351,6.81224e-18
0.0268363,59.7352,41.4241,-0.0589041,-3.22128e-18
0.0286086,59.6833,43.5886,-0.0594171,-9.83902e-18
0.0303941,59.6258,45.638,-0.0586092,6.90684e-18
0.0321937,59.5631,47.5958,-0.0567494,8.13797e-18
0.0340082,59.4954,49.4528,-0.0538064,2.63248e-18
0.0358384,59.4224,51.2,-0.0498541,6.9457e-20
0.0376853,59.3444,52.8287,-0.0450172,-7.96809e-18
0.03955,59.2615,54.3307,-0.0394325,2.94496e-18
0.0414333,59.1742,55.6986,-0.0332347,5.2747e-18
0.0433366,59.0828,56.9255,-0.0265439,6.74465e-18
0.0452608,58.9878,58.0051,-0.0194624,-1.03644e-17
0.0472074,58.8889,58.9317,-0.0121087,-9.69369e-18
0.0491776,58.7857,59.6995,-0.0046457,2.28669e-18
0.0511729,58.6787,60.3079,0.00304972,2.88209e-18
0.0532675,58.5676,60.7504,0.0112433,1.64005e-17
0.0554035,58.4555,61.0089,0.0197527,-3.10924e-18
0.057584,58.3429,61.0678,0.0284292,-1.63852e-17
0.0598125,58.2303,60.9145,0.0373561,2.94009e-18
0.0620925,58.1175,60.5345,0.0464813,-7.41712e-18
0.0644279,58.0049,59.9114,0.0557058,4.40071e-18
0.0668231,57.8945,59.0622,0.0649427,1.00785e-17
0.0689555,57.7966,58.0537,0.073846,-2.04466e-17
0.0710128,57.7058,56.9114,0.0820363,-7.46067e-18
0.0730172,57.6216,55.6245,0.0895035,1.30898e-17
0.0749895,57.5434,54.1921,0.0963078,1.01268e-17
0.0769488,57.4706,52.6076,0.10237,7.25647e-21
0.0789134,57.4031,50.8597,0.10757,1.03391e-17
0.0809006,57.341,48.9332,0.111747,-1.40756e-17
0.082927,57.2846,46.8094,0.114687,-1.56757e-17
0.0850088,57.2341,44.4668,0.116116,1.97368e-17
0.0871617,57.19,41.8824,0.115691,1.47574e-17
0.0894015,57.1525,39.0317,0.112994,-3.29804e-18
0.0917437,57.1218,35.8906,0.107553,-2.56742e-18
0.0942041,57.098,32.4351,0.0988927,3.30089e-18
0.0967987,57.0819,28.6417,0.0867163,-9.58459e-18
0.0995438,57.0737,24.4852,0.0711652,-7.78733e-18
0.102456,57.0705,20.3757,0.0545531,-1.8254e-18
0.104436,57.0768,16.9769,0.0405987,-2.37986e-18
0.106084,57.0842,14.2715,0.03007,-1.60704e-18
0.107455,57.0924,11.9826,0.0219807,4.46186e-19
0.108597,57.1007,10.0498,0.0159064,-5.52795e-20
0.109548,57.1087,8.42059,0.0114182,1.18475e-18
0.110341,57.1164,7.04913,0.00814413,9.22817e-19
0.111001,57.1236,5.89603,0.00577942,-3.76433e-19
0.111552,57.1302,4.92742,0.00408439,-1.52639e-19
0.112012,57.1363,4.11437,0.00287643,1.85794e-19
0.112396,57.1419,3.43225,0.00201954,-6.16612e-21
0.112716,57.1471,2.86018,0.00141396,3.17773e-20
0.112984,57.1518,2.3805,0.000987295,4.82026e-20
0.113208,57.1562,1.9783,0.000687502,1.7241e-20
0.113395,57.1603,1.64105,0.000477363,-3.8835e-20
0.113552,57.1642,1.35821,0.000330408,-1.11753e-20
0.113683,57.1678,1.12094,0.00022788,-3.30649e-21
0.113793,57.1713,0.921835,0.00015653,-3.20371e-21
0.113885,57.1747,0.754683,0.000107017,-2.73708e-21
0.113963,57.1779,0.61429,7.27767e-05,4.80499e-21
0.114028,57.1811,0.496309,4.91954e-05,3.638e-21
0.114082,57.1843,0.397103,3.30383e-05,-7.00824e-22
0.114128,57.1875,0.313633,2.20391e-05,2.50045e-22
0.114167,57.1906,0.243355,1.46121e-05,5.8435e-22
0.114199,57.1937,0.18414,9.655e-06,-3.68004e-23
0.114227,57.1969,0.134211,6.42563e-06,-4.84959e-22
0.11425,57.2001,0.0920773,4.41858e-06,-8.16531e-23
0.11427,57.2031,0.0564931,3.11307e-06,3.21905e-23
0.114286,57.2054,0.026415,1.74013e-06,0
0.1143,57.2489,0,0,0
