y,p,U_0,U_1,U_2
0.0145992,109.7,19.5042,-0.632063,-6.0392e-19
0.0152409,109.602,20.5167,-0.668718,-6.04171e-19
0.0159119,109.491,21.5867,-0.706329,5.72676e-19
0.016614,109.366,22.717,-0.744767,5.70842e-19
0.0173491,109.225,23.9101,-0.783883,-6.04389e-19
0.018119,109.065,25.1681,-0.823509,-1.90374e-18
0.0189258,108.883,26.4926,-0.86346,-6.70865e-19
0.0197718,108.677,27.8845,-0.903529,6.30201e-19
0.0206593,108.442,29.344,-0.943502,1.36804e-18
0.0215907,108.177,30.87,-0.983152,2.81558e-18
0.0225687,107.875,32.4605,-1.02225,-1.31882e-18
0.023596,107.534,34.1122,-1.06058,-2.76971e-18
0.0246755,107.132,35.8789,-1.09921,5.42356e-21
0.0259626,106.645,37.8201,-1.13902,6.6188e-19
0.0273361,106.069,39.8798,-1.17841,2.09722e-18
0.0288025,105.406,41.9952,-1.21602,-5.67002e-19
0.030369,104.644,44.1499,-1.25157,-2.01734e-18
0.0320431,103.77,46.3249,-1.28479,1.28523e-18
0.033833,102.774,48.4987,-1.31533,-4.416e-19
0.0357475,101.647,50.6387,-1.34268,-7.43252e-19
0.0377646,100.386,52.7084,-1.36625,1.1828e-18
0.0399122,98.9773,54.6844,-1.38562,-9.87579e-19
0.0422027,97.4099,56.5418,-1.40021,-6.49955e-19
0.0446494,95.6748,58.2456,-1.40924,6.01413e-19
0.0472662,93.7665,59.754,-1.41176,-3.06697e-19
0.0500679,91.6834,61.0168,-1.40669,8.51119e-19
0.05307,89.43,61.9747,-1.39275,9.36956e-19
0.0562894,87.0179,62.5572,-1.36851,-5.40393e-19
0.0597436,84.4692,62.68,-1.33222,3.10329e-19
0.0634517,81.8177,62.2418,-1.28188,1.93616e-19
0.0674339,79.1104,61.1135,-1.21461,-5.48391e-19
0.0717118,76.4168,59.1151,-1.12525,-2.01839e-19
0.0763087,73.8245,56.0085,-1.00965,-4.36826e-21
0.0812495,71.4466,51.5069,-0.862705,-4.20304e-20
0.0865609,69.428,45.2985,-0.681196,-8.98515e-20
0.0922714,67.9671,37.943,-0.489385,2.92645e-19
0.0960782,67.1686,31.4227,-0.340254,1.69029e-19
0.0992295,66.7505,26.029,-0.235127,2.03424e-20
0.101838,66.5046,21.4418,-0.159443,-8.68199e-20
0.103998,66.3567,17.6146,-0.107033,-1.33631e-19
0.105786,66.264,14.4546,-0.0714811,7.91675e-20
0.107266,66.2029,11.8586,-0.0476402,3.64675e-20
0.108492,66.1607,9.73001,-0.0317415,-7.276e-20
0.109506,66.1303,7.985,-0.0211601,-9.85848e-20
0.110346,66.1077,6.55357,-0.0141175,-1.31902e-20
0.111042,66.0904,5.37821,-0.00942515,-3.80761e-21
0.111618,66.077,4.41207,-0.00629403,1.02156e-20
0.112095,66.0664,3.61706,-0.00420159,-8.63077e-21
0.11249,66.0579,2.96223,-0.00280159,9.14607e-21
0.112817,66.0511,2.42239,-0.0018642,3.35602e-21
0.113087,66.0457,1.97702,-0.00123649,-2.27246e-21
0.113312,66.0412,1.60934,-0.000816437,2.32845e-21
0.113497,66.0376,1.30564,-0.000535766,-2.55206e-22
0.113651,66.0347,1.05465,-0.000348712,-4.37182e-23
0.113779,66.0323,0.847141,-0.000224528,-7.69058e-22
0.113884,66.0303,0.675521,-0.000142531,2.68317e-23
0.113971,66.0287,0.533538,-8.87925e-05,8.45824e-22
0.114044,66.0273,0.416042,-5.39352e-05,8.39063e-24
0.114104,66.0262,0.318787,-3.16443e-05,8.45923e-24
0.114154,66.0253,0.238268,-1.76721e-05,-1.90255e-22
0.114195,66.0246,0.171593,-9.16704e-06,-9.77408e-24
0.114229,66.0239,0.116372,-4.22456e-06,4.89379e-23
0.114257,66.0234,0.0706292,-1.58233e-06,2.14512e-23
0.114281,66.023,0.0327324,-3.80805e-07,-1.03248e-23
0.1143,66.0228,0,0,0
