y,Ux,Uy,p
0.0,0.0,0.0,33.6926
2.53958e-05,0.0429388,-1.55134e-06,33.7051
5.33838e-05,0.0891838,-5.28846e-06,33.7044
8.42377e-05,0.14015,-1.22287e-05,33.7036
0.000118261,0.196336,-2.34757e-05,33.7027
0.000155792,0.258293,-4.02302e-05,33.7018
0.000197203,0.326632,-6.39776e-05,33.7008
0.00024291,0.402032,-9.65787e-05,33.6997
0.000293374,0.485244,-0.000140345,33.6986
0.000349108,0.577103,-0.000198135,33.6973
0.000410681,0.678534,-0.000273482,33.6959
0.000478726,0.790565,-0.000370747,33.6945
0.000553945,0.914334,-0.000495309,33.6929
0.000637123,1.05111,-0.000653797,33.6912
0.000729129,1.20228,-0.000854368,33.6893
0.000830933,1.36942,-0.00110706,33.6873
0.000943611,1.55426,-0.0014242,33.685
0.00106837,1.7587,-0.00182093,33.6826
0.00120653,1.98489,-0.00231583,33.68
0.00135961,2.23518,-0.00293166,33.6772
0.00152924,2.5122,-0.00369628,33.674
0.00171729,2.81886,-0.00464373,33.6707
0.00192581,3.15841,-0.00581557,33.6669
0.00215711,3.53443,-0.00726243,33.6629
0.00241374,3.95093,-0.00904584,33.6585
0.00269858,4.41235,-0.0112404,33.6536
0.00301482,4.92364,-0.0139361,33.6483
0.00336602,5.49032,-0.0172414,33.6425
0.00375616,6.11857,-0.0212858,33.6361
0.00418968,6.8153,-0.0262234,33.6289
0.00467156,7.5883,-0.0322354,33.6209
0.00520733,8.44638,-0.0395329,33.6119
0.00580319,9.39957,-0.0483545,33.6016
0.00646608,10.4594,-0.0589572,33.5897
0.00720373,11.6027,-0.0712263,33.5763
0.00793322,12.78,-0.0846476,33.5615
0.00868545,13.985,-0.0990473,33.5447
0.00946241,15.2336,-0.11449,33.5252
0.0102662,16.5309,-0.130909,33.5022
0.0110992,17.8819,-0.148212,33.4751
0.011964,19.2916,-0.166277,33.4427
0.0128632,20.7653,-0.184957,33.4041
0.0138,22.3079,-0.204074,33.3579
0.0147774,23.9235,-0.223422,33.3025
0.0157991,25.6154,-0.242769,33.2362
0.016869,27.3857,-0.261865,33.1568
0.0179911,29.2343,-0.280455,33.0618
0.01917,31.1589,-0.298303,32.9483
0.0204107,33.1151,-0.314847,32.816
0.0216207,35.0383,-0.329526,32.6672
0.022851,36.9223,-0.342418,32.5009
0.0241028,38.7762,-0.353748,32.3147
0.0253775,40.5896,-0.363591,32.1075
0.0266763,42.3524,-0.372041,31.8784
0.0280007,44.0553,-0.379207,31.6263
0.0293522,45.69,-0.385202,31.3507
0.0307325,47.2493,-0.39013,31.0506
0.0321432,48.7269,-0.39409,30.7257
0.0335862,50.1175,-0.39716,30.3753
0.0350633,51.4169,-0.399419,29.9992
0.0365767,52.6215,-0.400966,29.5966
0.0381284,53.7467,-0.401884,29.1597
0.0398325,54.8045,-0.402073,28.6784
0.0416,55.7698,-0.401531,28.1573
0.0434357,56.6226,-0.400325,27.6019
0.0453449,57.3601,-0.398485,27.012
0.0473331,57.9798,-0.396026,26.3876
0.0494064,58.4798,-0.392916,25.7293
0.051571,58.8526,-0.389158,25.0516
0.0536509,59.0972,-0.384915,24.3763
0.0557558,59.2269,-0.380133,23.7009
0.0579034,59.2483,-0.374611,23.0154
0.0601107,59.1576,-0.368071,22.3174
0.0623944,58.9424,-0.360172,21.6048
0.064771,58.5803,-0.35045,20.8765
0.0672571,58.0349,-0.338316,20.133
0.0698694,57.2532,-0.323041,19.3762
0.0726247,56.1602,-0.30377,18.6109
0.0755406,54.6551,-0.279547,17.8455
0.0786348,52.6076,-0.249383,17.093
0.081926,49.8563,-0.212406,16.3717
0.0854336,46.2147,-0.168193,15.7059
0.089178,41.492,-0.117112,15.1271
0.0931806,35.5483,-0.0615136,14.6672
0.0974641,29.133,-0.0165739,14.3571
0.100339,23.7107,0.0059666,14.1921
0.102724,19.4699,0.0144278,14.1147
0.104701,15.9796,0.0166744,14.0739
0.106342,13.1236,0.0156688,14.0524
0.107703,10.7894,0.0133094,14.0413
0.108833,8.8796,0.0106496,14.0359
0.109771,7.31404,0.0081937,14.0338
0.110549,6.02809,0.00613274,14.0334
0.111195,4.96978,0.00449747,14.0339
0.111732,4.09735,0.00324665,14.0349
0.112177,3.37709,0.00231411,14.0361
0.112548,2.78171,0.00163186,14.0374
0.112855,2.28901,0.00113988,14.0385
0.113111,1.8809,0.000789193,14.0396
0.113324,1.54257,0.000541607,14.0406
0.113501,1.26186,0.000368282,14.0414
0.113648,1.02881,0.000247885,14.0421
0.11377,0.835191,0.000164894,14.0427
0.113872,0.674242,0.000108143,14.0432
0.113957,0.54037,6.96798e-05,14.0436
0.114028,0.428959,4.38822e-05,14.0438
0.114087,0.33619,2.6802e-05,14.0441
0.114136,0.258902,1.56812e-05,14.0442
0.114177,0.194477,8.60304e-06,14.0443
0.114211,0.140746,4.23723e-06,14.0443
0.11424,0.0959091,1.66712e-06,14.0443
0.114263,0.0584737,3.10842e-07,14.0443
0.114283,0.0272003,-1.4498e-07,14.0443
0.1143,0.0,0.0,14.0406
