y,Ux,Uy,p
0.0,0.0,0.0,20.3829
3.77342e-05,0.0709084,-1.77965e-06,20.4216
7.90381e-05,0.146856,-3.80244e-06,20.421
0.000124259,0.229962,-6.52738e-06,20.4203
0.000173777,0.320919,-1.07147e-05,20.4195
0.000228014,0.420483,-1.68695e-05,20.4186
0.000287432,0.529487,-2.54561e-05,20.4178
0.00035254,0.648844,-3.70547e-05,20.4169
0.000423899,0.77956,-5.23964e-05,20.416
0.000502127,0.922736,-7.23783e-05,20.4151
0.000587904,1.07959,-9.80939e-05,20.4141
0.000681983,1.25144,-0.000130876,20.4131
0.000785192,1.43976,-0.000172347,20.4121
0.000898443,1.64616,-0.000224486,20.411
0.00102275,1.8724,-0.000289699,20.4099
0.00115921,2.12042,-0.000370916,20.4087
0.00130907,2.39234,-0.000471698,20.4075
0.00147368,2.6905,-0.000596376,20.4062
0.00165454,3.01747,-0.00075021,20.4049
0.00185331,3.37605,-0.000939592,20.4035
0.00207182,3.76934,-0.00117228,20.402
0.0023121,4.2007,-0.00145767,20.4005
0.00257638,4.67386,-0.00180715,20.3989
0.00286715,5.19285,-0.00223452,20.3972
0.00318716,5.76211,-0.00275641,20.3953
0.00353944,6.38651,-0.00339286,20.3934
0.00392737,7.07133,-0.00416793,20.3913
0.00435467,7.82239,-0.00511032,20.389
0.00482548,8.64599,-0.00625404,20.3865
0.00534439,9.54906,-0.00763939,20.3838
0.00591647,10.5391,-0.00931458,20.3807
0.00654738,11.6244,-0.0113352,20.3772
0.00724336,12.8138,-0.0137482,20.3734
0.00801137,14.1173,-0.0165514,20.3697
0.00885912,15.5165,-0.0197564,20.3659
0.00972564,16.9728,-0.0234033,20.3619
0.0106366,18.4827,-0.0274324,20.3571
0.0115958,20.0605,-0.0317609,20.3507
0.0126074,21.7112,-0.0363502,20.3421
0.0136761,23.44,-0.0411305,20.3309
0.0148067,25.2516,-0.0459899,20.3165
0.0160047,27.1504,-0.0507758,20.2981
0.0172758,29.1389,-0.0552948,20.2747
0.0186264,31.2181,-0.0593152,20.2451
0.0200635,33.3854,-0.0625724,20.2082
0.0215945,35.634,-0.0647915,20.1622
0.0232276,37.9515,-0.0657628,20.1051
0.0249717,40.3188,-0.0654304,20.0343
0.0268363,42.6405,-0.0636107,19.9509
0.0286086,44.7966,-0.0603091,19.8593
0.0303941,46.7791,-0.0560741,19.7592
0.0321937,48.6106,-0.0513389,19.6502
0.0340082,50.285,-0.0462985,19.5327
0.0358384,51.7994,-0.041174,19.407
0.0376853,53.1542,-0.0361504,19.2736
0.03955,54.3518,-0.0313633,19.1331
0.0414333,55.3967,-0.0269033,18.9861
0.0433366,56.2948,-0.0228224,18.8333
0.0452608,57.0527,-0.0191442,18.6752
0.0472074,57.6773,-0.0158948,18.5122
0.0491776,58.1754,-0.013111,18.3444
0.0511729,58.5559,-0.0106434,18.1714
0.0532675,58.8231,-0.00825793,17.9921
0.0554035,58.9723,-0.00596001,17.8091
0.057584,58.9986,-0.00365722,17.6239
0.0598125,58.8958,-0.00109441,17.4372
0.0620925,58.6524,0.00193381,17.2495
0.0644279,58.2508,0.00569408,17.0621
0.0668231,57.6909,0.0104615,16.8813
0.0689555,57.0042,0.0160566,16.7173
0.0710128,56.1975,0.0221574,16.5662
0.0730172,55.2542,0.0287426,16.4243
0.0749895,54.1627,0.0358128,16.29
0.0769488,52.907,0.0432628,16.1626
0.0789134,51.4661,0.0509786,16.0415
0.0809006,49.8141,0.0588069,15.9265
0.082927,47.9202,0.0665416,15.8181
0.0850088,45.7494,0.0738988,15.717
0.0871617,43.2638,0.0804866,15.6245
0.0894015,40.4249,0.0857647,15.542
0.0917437,37.1978,0.0889966,15.4711
0.0942041,33.5567,0.0892193,15.4132
0.0967987,29.4922,0.0853056,15.3692
0.0995438,25.0163,0.0761586,15.3391
0.102456,20.6259,0.0626261,15.3217
0.104436,17.0473,0.0489049,15.3159
0.106084,14.2405,0.037482,15.3154
0.107455,11.8956,0.0281132,15.3172
0.108597,9.93618,0.0207472,15.3202
0.109548,8.29825,0.015121,15.3238
0.110341,6.92859,0.0109138,15.3276
0.111001,5.78303,0.00781677,15.3313
0.111552,4.82474,0.0055637,15.3349
0.112012,4.02304,0.00393936,15.3382
0.112396,3.35225,0.00277657,15.3412
0.112716,2.7909,0.00194891,15.3439
0.112984,2.32105,0.00136255,15.3464
0.113208,1.92766,0.000948803,15.3486
0.113395,1.5982,0.000657904,15.3506
0.113552,1.32217,0.000454066,15.3525
0.113683,1.09081,0.000311713,15.3541
0.113793,0.896784,0.000212651,15.3556
0.113885,0.733992,0.00014399,15.357
0.113963,0.597325,9.66204e-05,15.3583
0.114028,0.48252,6.41245e-05,15.3595
0.114082,0.386017,4.19888e-05,15.3606
0.114128,0.304842,2.70461e-05,15.3617
0.114167,0.236511,1.70775e-05,15.3628
0.114199,0.178948,1.05357e-05,15.3638
0.114227,0.130418,6.35631e-06,15.3648
0.11425,0.0894702,3.80718e-06,15.3658
0.11427,0.0548912,2.28507e-06,15.3667
0.114286,0.025665,1.12869e-06,15.3674
0.1143,0.0,0.0,15.3793
